time,journal,doi_info,authors,key words,title,abstract
2023 May 1,Biointerphases,Biointerphases. 2023 May 1;18(3):031009. doi: 10.1116/6.0002720.,"['Gamble, Lara J', 'Radford, David', 'Grainger, David W', 'Castner, David G']","[' gold', ' fluorocarbons', 'hydrolysis', 'photoelectron spectroscopy', 'sulfhydryl compounds']",Quantitative evaluation of perfluorinated alkanethiol molecular order on gold surfaces.,"Self-assembled monolayers (SAMs) of perfluoroalkanethiols [CF3(CF2)xCH2CH2SH (x = 3, 5, 7, and 9)] on gold were characterized by x-ray photoelectron spectroscopy (XPS), near edge x-ray absorption fine structure (NEXAFS), and static time-of-flight secondary ion mass spectrometry (ToF-SIMS). Perfluoroalkanethiols of several chain lengths were synthesized using a known hydride reduction method for transforming commercially available perfluoroalkyliodides to corresponding perfluoroalkanethiols. This strategy provides improved product yields compared to other known routes based on hydrolysis from the common thioacetyl perfluoroalkyl intermediate. Angle-dependent XPS analysis revealed that CF3(CF2)xCH2CH2SH (x = 5, 7, and 9; F6, F8, and F10, respectively) SAMs on gold exhibited significant enrichment of the terminal CF3 group at the outer monolayer surface with the sulfur present as a metal-bound thiolate located at the monolayer-gold interface. XPS of the CF3(CF2)3CH2CH2SH (F4) monolayer revealed a thin film with a significant (>50%) amount of hydrocarbon contamination consistent with poorly organized monolayers, while the longest thiol (F10) showed XPS signals attributed to substantial ordering and anisotropy. ToF-SIMS spectra from all four SAMs contained molecular ions representative of the particular perfluorinated thiol used to prepare the monolayer. NEXAFS methods were used to determine degrees of ordering and average tilt for molecules comprising monolayers. The SAMs prepared from the longest (F10) thiols exhibited the highest degree of ordering with the molecular axis nearly perpendicular to the gold surface. The degree of ordering decreased significantly with decreasing length of the perfluorocarbon tail."
2023 May 1,Biointerphases,Biointerphases. 2023 May 1;18(3):031201. doi: 10.1116/6.0002633.,"['Graham, Daniel J', 'Gamble, Lara J']","[' spectrometry, mass, secondary ion methods']",Back to the basics of time-of-flight secondary ion mass spectrometry data analysis of bio-related samples. II. Data processing and display.,"This is the second half of a two-part Tutorial on the basics of the time-of-flight secondary ion mass spectrometry (ToF-SIMS) analysis of bio-related samples. Part I of this Tutorial series covers planning for a ToF-SIMS experiment, preparing and shipping samples, and collecting ToF-SIMS data. This Tutorial aims at helping the ToF-SIMS user to process, display, and interpret ToF-SIMS data. ToF-SIMS provides detailed chemical information about surfaces but comes with a steep learning. The purpose of this Tutorial is to provide the reader with a solid foundation in the ToF-SIMS data analysis."
2023 Mar 29,Biointerphases,Biointerphases. 2023 Mar 29;18(2):021201. doi: 10.1116/6.0002477.,"['Graham, Daniel J', 'Gamble, Lara J']","[' spectrometry, mass, secondary ion methods', 'data collection']",Back to the basics of time-of-flight secondary ion mass spectrometry of bio-related samples. I. Instrumentation and data collection.,"Time-of-flight secondary ion mass spectrometry (ToF-SIMS) is used widely throughout industrial and academic research due to the high information content of the chemically specific data it produces. Modern ToF-SIMS instruments can generate high mass resolution data that can be displayed as spectra and images (2D and 3D). This enables determining the distribution of molecules across and into a surface and provides access to information not obtainable from other methods. With this detailed chemical information comes a steep learning curve in how to properly acquire and interpret the data. This Tutorial is aimed at helping ToF-SIMS users to plan for and collect ToF-SIMS data. The second Tutorial in this series will cover how to process, display, and interpret ToF-SIMS data."
2021 Oct,Biomaterials,Biomaterials. 2021 Oct;277:121086. doi: 10.1016/j.biomaterials.2021.121086. Epub ,"['Joseph, Andrea', 'Simo, Georges Motchoffo', 'Gao, Torahito', 'Alhindi, Norah', 'Xu, Nuo', 'Graham, Daniel J', 'Gamble, Lara J', 'Nance, Elizabeth']","['brain', 'drug carriers', 'endothelial cells', ' nanoparticles', 'polylactic acid-polyglycolic acid copolymer', ' polymers', 'surface-active agents', 'blood-brain barrier', 'brain drug delivery', 'cellular uptake', 'diffusion', 'polymeric nanoparticles', 'surfactant']",Surfactants influence polymer nanoparticle fate within the brain.,"Drug delivery to the brain is limited by poor penetration of pharmaceutical agents across the blood-brain barrier (BBB), within the brain parenchyma, and into specific cells of interest. Nanotechnology can overcome these barriers, but its ability to do so is dependent on nanoparticle physicochemical properties including surface chemistry. Surface chemistry can be determined by a number of factors, including by the presence of stabilizing surfactant molecules introduced during the formulation process. Nanoparticles coated with poloxamer 188 (F68), poloxamer 407 (F127), and polysorbate 80 (P80) have demonstrated uptake in BBB endothelial cells and enhanced accumulation within the brain. However, the impact of surfactants on nanoparticle fate, and specifically on brain extracellular diffusion or intracellular targeting, must be better understood to design nanotherapeutics to efficiently overcome drug delivery barriers in the brain. Here, we evaluated the effect of the biocompatible and commonly used surfactants cholic acid (CHA), F68, F127, P80, and poly (vinyl alcohol) (PVA) on poly (lactic-co-glycolic acid)-poly (ethylene glycol) (PLGA-PEG) nanoparticle transport to and within the brain. The inclusion of these surfactant molecules decreases diffusive ability through brain tissue, reflecting the surfactant's role in encouraging cellular interaction at short length and time scales. After in vivo administration, PLGA-PEG/P80 nanoparticles demonstrated enhanced penetration across the BBB and subsequent internalization within neurons and microglia. Surfactants incorporated into the formulation of PLGA-PEG nanoparticles therefore represent an important design parameter for controlling nanoparticle fate within the brain."
2019 Nov 18,ACS applied bio materials,ACS Appl Bio Mater. 2019 Nov 18;2(11):4998-5011. doi: 10.1021/acsabm.9b00672. ,"['Cheng, Jonathan W', 'Sip, Christopher G', 'Lindstedt, Philip R', 'Boitano, Ross', 'Bluestein, Blake M', 'Gamble, Lara J', 'Folch, Albert']","['transwell', 'cell assay', 'focal stimulation', 'high-throughput', 'micropatterning']","""Chip-on-a-Transwell"" Devices for User-Friendly Control of the Microenvironment of Cultured Cells.","We present microfabricated poly(dimethylsiloxane) templates assembled atop Transwell membranes (""Chip-on-a-Transwell"") for focal delivery of soluble reagents to cells. This modified Transwell operates based on area-selective diffusion of soluble species to the basal side of cells. The device was capable of addressing small groups of cells, with a maximum spatial resolution of 20 μm, while sustaining focal signal for up to 48 hours. Furthermore, we developed a fluorosilane-based cell micropatterning method that complements the Transwell system, creating well-defined arrays of muscle cell cultures and enabling automated microscopy and image analysis protocols. The micropatterning method is based on plasma-etching hydrophilic cell-adhesive tracks against a hydrophobic fluorosilane cell-repellent background. We applied the platform as a model of the neuromuscular junction (NMJ), in which we effectively substituted motor neurons with apertures delivering agrin stimuli to subcellular regions of micropatterned myotubes. With the Transwell system, we demonstrated that focal agrin application to subcellular sections of myotubes induced localized acetylcholine receptor microclustering, mimicking the in vivo NMJ. We also demonstrated spatially selective transfection of a monolayer of cells using Lipofectamine carrying the plasmid DNA for pMax GFP, which is ubiquitously expressed in transfected cells. In summary, we present a user-friendly cell culture tool that provides spatiotemporal control of the fluidic and substrate microenvironments with potential applications to developmental biology and tissue engineering."
2019 Dec 3,Analytical chemistry,Anal Chem. 2019 Dec 3;91(23):15073-15080. doi: 10.1021/acs.analchem.9b03763. Epub ,"['Angerer, Tina B', 'Velickovic, Dusan', 'Nicora, Carrie D', 'Kyle, Jennifer E', 'Graham, Daniel J', 'Anderton, Christopher', 'Gamble, Lara J']","['animals', 'chromatography, liquid', 'humans', 'lipid metabolism', 'lipids  analysis', 'spectrometry, mass, matrix-assisted laser desorption-ionization  methods', 'spectrometry, mass, secondary ion  methods', 'tandem mass spectrometry methods', 'tissue distribution']",Exploiting the Semidestructive Nature of Gas Cluster Ion Beam Time-of-Flight Secondary Ion Mass Spectrometry Imaging for Simultaneous Localization and Confident Lipid Annotations.,"Lipids have been recognized as key players in cell signaling and disease. Information on their location and distribution within a biological system, under varying conditions, is necessary to understand the contributions of different lipid species to an altered phenotype. Imaging mass spectrometry techniques, such as time-of-flight secondary ion mass spectrometry (ToF-SIMS) and matrix-assisted laser desorption/ionization (MALDI), are capable of revealing global lipid distributions in tissues in an untargeted fashion. However, to confidently identify the species present in a sample, orthogonal analyses like tandem MS (MS/MS) are often required. This can be accomplished by bulk sample analysis with liquid chromatography (LC)-MS/MS, which can provide confident lipid identifications, at the expense of losing location-specific information. Here, using planarian flatworms as a model system, we demonstrate that imaging gas cluster ion beam (G"
2019 Oct,Journal of biomedical materials research. Part A,J Biomed Mater Res A. 2019 Oct;107(10):2195-2204. doi: 10.1002/jbm.a.36729. Epub ,"['Taylor, Michael J', 'Graham, Daniel J', 'Gamble, Lara J']","['animals', 'cattle', 'fluorocarbons chemistry', ' imaging, three-dimensional', 'photoelectron spectroscopy', 'plasma gases chemistry', 'polyesters  chemistry', 'porosity', 'serum albumin, bovine chemistry', ' spectrometry, mass, secondary ion', 'surface properties', 'tissue scaffolds  chemistry', '3d', 'tof-sims', 'xps', 'imaging', 'scaffold', 'surface modifications']",Time-of-flight secondary ion mass spectrometry three-dimensional imaging of surface modifications in poly(caprolactone) scaffold pores.,"Scaffolds composed of synthetic polymers such as poly(caprolactone) (PCL) are widely used for the support and repair of tissues in biomedicine. Pores are common features in scaffolds as they facilitate cell penetration. Various surface modifications can be performed to promote key biological responses to these scaffolds. However, verifying the chemistry of these materials post surface modification is problematic due to the combination of three-dimensional (3D) topography and surface sensitivity. Time-of-flight secondary ion mass spectrometry (ToF-SIMS) is commonly used to correlate surface chemistry with cell response. In this study, 3D imaging mass spectrometry analysis of surface modified synthetic polymer scaffolds is demonstrated using PCL porous scaffold, a pore filling polymer sample preparation, and 3D imaging ToF-SIMS. We apply a simple sample preparation procedure, filling the scaffold pores with a poly(vinyl alcohol)/glycerol mixture to remove topographic influence on image quality. This filling method allows the scaffold (PCL) and filler secondary ions to be reconstructed into a 3D chemical image of the pore. Furthermore, we show that surface modifications in the pores of synthetic polymer scaffolds can be mapped in 3D. Imaging of ""dry"" and ""wet"" surface modifications is demonstrated as well as a comparison of surface modifications with relatively strong ToF-SIMS peaks (fluorocarbon films [FC]) and to more biologically relevant surface modification of a protein (bovine serum albumin [BSA]). We demonstrate that surface modifications can be imaged in 3D showing that characteristic secondary ions associated with FC and BSA are associated with C(3) F(8) plasma treatment and BSA, respectively within the pore."
2019 May,Biochimica et biophysica acta. Molecular and cell biology of lipids,Biochim Biophys Acta Mol Cell Biol Lipids. 2019 May;1864(5):733-743. doi: ,"['Angerer, Tina B', 'Chakravarty, Neil', 'Taylor, Michael J', 'Nicora, Carrie D', 'Graham, Daniel J', 'Anderton, Christopher R', 'Chudler, Eric H', 'Gamble, Lara J']","['animals', 'fatty acids analysis', 'lipids  analysis', 'microscopy', 'optical imaging', 'planarians anatomy & histology  chemistry  ultrastructure', 'spectrometry, mass, secondary ion']","Insights into the histology of planarian flatworm Phagocata gracilis based on location specific, intact lipid information provided by GCIB-ToF-SIMS imaging.",
2018 Sep 5,Biointerphases,Biointerphases. 2018 Sep 5;13(6):06E402. doi: 10.1116/1.5041740.,"['Graham, Daniel J', 'Gamble, Lara J']",[],Dealing with image shifting in 3D ToF-SIMS depth profiles.,"The high sputter efficiency and low damage of gas cluster ion beams have enabled depth profiling to greater depths within organic samples using time-of-flight secondary ion mass spectrometry (ToF-SIMS). Due to the typically fixed geometry of the ion sources used in ToF-SIMS, as one digs into a surface, the position sampled by ion beams shifts laterally. This causes a lateral shift in the resulting images that can become quite significant when profiling down more than one micron. Here, three methods to compensate for this image shifting are presented in order to more accurately stack the images to present a 3D representation. These methods include (1) using software to correct the image shifts post-acquisition, (2) correcting the sample height during acquisition, and (3) adjusting the beam position during acquisition. The advantages and disadvantages of these methods are discussed. It was found that all three methods were successful in compensating for image shifting in ToF-SIMS depth profiles resulting in a more accurate display of the 3D data. Features from spherical objects that were ellipsoidal prior to shifting were seen to be spherical after correction. Software shifting is convenient as it can be applied after data acquisition. However, when using software shifting, one must take into account the scan size and the size of the features of interest as image shifts can be significant and can result in cropping of features of interest. For depth profiles deeper than a few microns, hardware methods should be used as they preserve features of interest within the field of view regardless of the profile depth. Software shifting can also be used to correct for small shifts not accounted for by hardware methods. A combination of hardware and software shift correction can enable correction for a wide range of samples and profiling depths. The scripts required for the software shifting demonstrated herein are provided along with tutorials in the supplementary material."
2018 Aug 28,Biointerphases,Biointerphases. 2018 Aug 28;13(6):06D402. doi: 10.1116/1.5038574.,"['Bluestein, Blake M', 'Morrish, Fionnuala', 'Graham, Daniel J', 'Huang, Li', 'Hockenbery, David', 'Gamble, Lara J']","['adenoma, islet cell', 'amino acids analysis', 'animals', 'disease models, animal', 'image processing, computer-assisted methods', 'lipids analysis', 'mice', 'neuroendocrine tumors  pathology', 'nucleotides analysis', 'pancreatic neoplasms  pathology', 'proto-oncogene proteins c-myc  metabolism', 'spectrometry, mass, secondary ion  methods', ' tumor microenvironment']",Analysis of the Myc-induced pancreatic β cell islet tumor microenvironment using imaging ToF-SIMS.,"Solid tumors are a structurally complex system, composed of many different cell types. The tumor microenvironment includes nonmalignant cell types that participate in complex interactions with tumor cells. The cross talk between tumor and normal cells is implicated in regulating cell growth, metastatic potential, and chemotherapeutic drug resistance. A new approach is required to interrogate and quantitatively characterize cell to cell interactions in this complex environment. Here, the authors have applied time-of-flight secondary ion mass spectrometry (ToF-SIMS) to analyze Myc-induced pancreatic β cell islet tumors. The high mass resolution and micron spatial resolution of ToF-SIMS allows detection of metabolic intermediates such as lipids and amino acids. Employing multivariate analysis, specifically, principal component analysis, the authors show that it is possible to chemically distinguish cancerous islets from normal tissue, in addition to intratumor heterogeneity. These heterogeneities can then be imaged and investigated using another modality such as sum harmonic generation microscopy. Using these techniques with a specialized mouse model, the authors found significant metabolic changes occurring within β cell tumors and the surrounding tissues. Specific alterations of the lipid, amino acid, and nucleotide metabolism were observed, demonstrating that ToF-SIMS can be utilized to identify large-scale changes that occur in the tumor microenvironment and could thereby increase the understanding of tumor progression and the tumor microenvironment."
2018 Mar 30,Biointerphases,Biointerphases. 2018 Mar 30;13(3):03B415. doi: 10.1116/1.5023005.,"['Taylor, Michael J', 'Aitchison, Hannah', 'Hawker, Morgan J', 'Mann, Michelle N', 'Fisher, Ellen R', 'Graham, Daniel J', 'Gamble, Lara J']","['biopolymers  analysis', 'fluorocarbons  analysis', ' plasma gases', 'polyesters  analysis', 'spectrometry, mass, secondary ion  methods', ' surface properties', 'tissue scaffolds  chemistry']",Time of flight secondary ion mass spectrometry-A method to evaluate plasma-modified three-dimensional scaffold chemistry.,"Biopolymers are used extensively in the manufacture of porous scaffolds for a variety of biological applications. The surfaces of these scaffolds are often modified to encourage specific interactions such as surface modification of scaffolds to prevent fouling or to promote a cell supportive environment for tissue engineering implants. However, few techniques can effectively characterize the uniformity of surface modifications in a porous scaffold. By filling the scaffold pores through polymer embedding, followed by analysis with imaging time-of-flight secondary ion mass spectrometry (ToF-SIMS), the distribution and composition of surface chemical species though complex porous scaffolds can be characterized. This method is demonstrated on poly(caprolactone) scaffolds modified with a low-fouling plasma-deposited coating from octafluoropropane via plasma enhanced chemical vapor deposition. A gradient distribution of CF(+)/CF(3)(+) is observed for scaffolds plasma treated for 5 min, whereas a 20 min treatment results in more uniform distribution of the surface modification throughout the entire scaffold. The authors expect this approach to be widely applicable for ToF-SIMS analysis of scaffolds modified by multiple plasma processing techniques as well as alternative surface modification approaches."
