time,journal,doi_info,authors,key words,title,abstract
2024 Jun,Environmental health perspectives,Environ Health Perspect. 2024 Jun;132(6):67009. doi: 10.1289/EHP13849. Epub 2024 ,"['Liu, Zhiyuan', 'Wu, Jinzhi', 'Dong, Zhe', 'Wang, Yanshuai', 'Wang, Gang', 'Chen, Chengjie', 'Wang, Huihui', 'Yang, Yang', 'Sun, Yongxin', 'Yang, Maowei', 'Fu, Jingqi', 'Li, Jiliang', 'Zhang, Qiang', 'Xu, Yuanyuan', 'Pi, Jingbo']","['animals', 'mice', 'male', ' cadmium toxicity', ' nf-e2-related factor 2 metabolism genetics', ' osteoclasts drug effects', ' osteogenesis drug effects', 'mice, knockout', 'nf-e2-related factor 1 genetics metabolism', 'mice, inbred c57bl', 'cell differentiation drug effects']",Prolonged Cadmium Exposure and Osteoclastogenesis: A Mechanistic Mouse and in Vitro Study.,"BACKGROUND: Cadmium (Cd) is a highly toxic and widespread environmental oxidative stressor that causes a myriad of health problems, including osteoporosis and bone damage. Although nuclear factor erythroid 2-related factor 2 (NRF2) and its Cap 'n' Collar and basic region Leucine Zipper (CNC-bZIP) family member nuclear factor erythroid 2-related factor 1 (NRF1) coordinate various stress responses by regulating the transcription of a variety of antioxidant and cytoprotective genes, they play distinct roles in bone metabolism and remodeling. However, the precise roles of both transcription factors in bone loss induced by prolonged Cd exposure remain unclear. OBJECTIVES: We aimed to understand the molecular mechanisms underlying Cd-induced bone loss, focusing mainly on the roles of NRF2 and NRF1 in osteoclastogenesis provoked by Cd. METHODS: Male wild-type (WT), global Nrf2-knockout (Nrf2-/-) and myeloid-specific Nrf2 knockout [Nrf2(M)-KO] mice were administered Cd (50 or 100 ppm) via drinking water for 8 or 16 wk, followed by micro-computed tomography, histological analyses, and plasma biochemical testing. Osteoclastogenesis was evaluated using bone marrow-derived osteoclast progenitor cells (BM-OPCs) and RAW 264.7 cells in the presence of Cd (10 or 20 nM) with a combination of genetic and chemical modulations targeting NRF2 and NRF1. RESULTS: Compared with relevant control mice, global Nrf2-/- or Nrf2(M)-KO mice showed exacerbated bone loss and augmented osteoclast activity following exposure to 100 ppm Cd in drinking water for up to 16 wk. In vitro osteoclastogenic analyses suggested that Nrf2-deficient BM-OPCs and RAW 264.7 cells responded more robustly to low levels of Cd (up to 20 nM) with regard to osteoclast differentiation compared with WT cells. Further mechanistic studies supported a compensatory up-regulation of long isoform of NRF1 (L-NRF1) and subsequent induction of nuclear factor of activated T cells, cytoplasmic, calcineurin dependent 1 (NFATc1) as the key molecular events in the Nrf2 deficiency-worsened and Cd-provoked osteoclastogenesis. L-Nrf1 silenced (via lentiviral means) Nrf2-knockdown (KD) RAW cells exposed to Cd showed dramatically different NFATc1 and subsequent osteoclastogenesis outcomes compared with the cells of Nrf2-KD alone exposed to Cd, suggesting a mitigating effect of the Nrf1 silencing. In addition, suppression of reactive oxygen species by exogenous antioxidants N-acetyl-l-cysteine (2 mM) and mitoquinone mesylate (MitoQ; 0.2 μM) mitigated the L-NRF1-associated effects on NFATc1-driven osteoclastogenesis outcomes in Cd-exposed Nrf2-KD cells. CONCLUSIONS: This in vivo and in vitro study supported the authors' hypothesis that Cd exposure caused bone loss, in which NRF2 and L-NRF1 responded to Cd and osteoclastogenic stimuli in a cooperative, but contradictive, manner to coordinate Nfatc1 expression, osteoclastogenesis and thus bone homeostasis. Our study suggests a novel strategy targeting NRF2 and L-NRF1 to prevent and treat the bone toxicity of Cd. https://doi.org/10.1289/EHP13849."
2024 Apr 12,ACS ES&T air,ACS EST Air. 2024 Mar 11;1(4):283-293. doi: 10.1021/acsestair.3c00069. ,"['Liu, Xuan', 'Turner, Jay R', 'Oxford, Christopher R', 'McNeill, Jacob', 'Walsh, Brenna', 'Le Roy, Emmie', 'Weagle, Crystal L', 'Stone, Emily', 'Zhu, Haihui', 'Liu, Wenyu', 'Wei, Zilin', 'Hyslop, Nicole P', 'Giacomo, Jason', 'Dillner, Ann M', 'Salam, Abdus', 'Hossen, Al-Amin', 'Islam, Zubayer', 'Abboud, Ihab', 'Akoshile, Clement', 'Amador-Muñoz, Omar', 'Anh, Nguyen Xuan', 'Asfaw, Araya', 'Balasubramanian, Rajasekhar', 'Chang, Rachel Ying-Wen', 'Coburn, Craig', 'Dey, Sagnik', 'Diner, David J', 'Dong, Jinlu', 'Farrah, Tareq', 'Gahungu, Paterne', 'Garland, Rebecca M', 'Grutter de la Mora, Michel', 'Hasheminassab, Sina', 'John, Juanette', 'Kim, Jhoon', 'Kim, Jong Sung', 'Langerman, Kristy', 'Lee, Pei-Chen', 'Lestari, Puji', 'Liu, Yang', 'Mamo, Tesfaye', 'Martins, Mathieu', 'Mayol-Bracero, Olga L', 'Naidoo, Mogesh', 'Park, Sang Seo', 'Schechner, Yoav', 'Schofield, Robyn', 'Tripathi, Sachchida N', 'Windwer, Eli', 'Wu, Ming-Tsang', 'Zhang, Qiang', 'Brauer, Michael', 'Rudich, Yinon', 'Martin, Randall V']",[],Elemental Characterization of Ambient Particulate Matter for a Globally Distributed Monitoring Network: Methodology and Implications.,"Global ground-level measurements of elements in ambient particulate matter (PM) can provide valuable information to understand the distribution of dust and trace elements, assess health impacts, and investigate emission sources. We use X-ray fluorescence spectroscopy to characterize the elemental composition of PM samples collected from 27 globally distributed sites in the Surface PARTiculate mAtter Network (SPARTAN) over 2019-2023. Consistent protocols are applied to collect all samples and analyze them at one central laboratory, which facilitates comparison across different sites. Multiple quality assurance measures are performed, including applying reference materials that resemble typical PM samples, acceptance testing, and routine quality control. Method detection limits and uncertainties are estimated. Concentrations of dust and trace element oxides (TEO) are determined from the elemental dataset. In addition to sites in arid regions, a moderately high mean dust concentration (6 μg/m(3)) in PM(2.5) is also found in Dhaka (Bangladesh) along with a high average TEO level (6 μg/m(3)). High carcinogenic risk (>1 cancer case per 100000 adults) from airborne arsenic is observed in Dhaka (Bangladesh), Kanpur (India), and Hanoi (Vietnam). Industries of informal lead-acid battery and e-waste recycling as well as coal-fired brick kilns likely contribute to the elevated trace element concentrations found in Dhaka."
2023 Oct 27,Nature communications,Nat Commun. 2023 Oct 27;14(1):6853. doi: 10.1038/s41467-023-42005-y.,"['Lin, Xu', 'Xiao, Hong-Mei', 'Liu, Hui-Min', 'Lv, Wan-Qiang', 'Greenbaum, Jonathan', 'Gong, Rui', 'Zhang, Qiang', 'Chen, Yuan-Cheng', 'Peng, Cheng', 'Xu, Xue-Juan', 'Pan, Dao-Yan', 'Chen, Zhi', 'Li, Zhang-Fang', 'Zhou, Rou', 'Wang, Xia-Fang', 'Lu, Jun-Min', 'Ao, Zeng-Xin', 'Song, Yu-Qian', 'Zhang, Yin-Hua', 'Su, Kuan-Jui', 'Meng, Xiang-He', 'Ge, Chang-Li', 'Lv, Feng-Ye', 'Luo, Zhe', 'Shi, Xing-Ming', 'Zhao, Qi', 'Guo, Bo-Yi', 'Yi, Neng-Jun', 'Shen, Hui', 'Papasian, Christopher J', 'Shen, Jie', 'Deng, Hong-Wen']","['humans', 'female', 'mice', 'animals', ' gastrointestinal microbiome', ' bone resorption', ' osteoporosis']",Gut microbiota impacts bone via Bacteroides vulgatus-valeric acid-related pathways.,"Although the gut microbiota has been reported to influence osteoporosis risk, the individual species involved, and underlying mechanisms, remain largely unknown. We performed integrative analyses in a Chinese cohort of peri-/post-menopausal women with metagenomics/targeted metabolomics/whole-genome sequencing to identify novel microbiome-related biomarkers for bone health. Bacteroides vulgatus was found to be negatively associated with bone mineral density (BMD), which was validated in US white people. Serum valeric acid (VA), a microbiota derived metabolite, was positively associated with BMD and causally downregulated by B. vulgatus. Ovariectomized mice fed B. vulgatus demonstrated increased bone resorption and poorer bone micro-structure, while those fed VA demonstrated reduced bone resorption and better bone micro-structure. VA suppressed RELA protein production (pro-inflammatory), and enhanced IL10 mRNA expression (anti-inflammatory), leading to suppressed maturation of osteoclast-like cells and enhanced maturation of osteoblasts in vitro. The findings suggest that B. vulgatus and VA may represent promising targets for osteoporosis prevention/treatment."
2023 Nov,Food and chemical toxicology : an international journal published for the British ,Food Chem Toxicol. 2023 Nov;181:114086. doi: 10.1016/j.fct.2023.114086. Epub 2023 ,"['Kumbale, Carla M', 'Zhang, Qiang', 'Voit, Eberhard O']","['humans', ' dioxins toxicity', ' polychlorinated dibenzodioxins toxicity analysis', 'liver', ' environmental pollutants toxicity', 'cholesterol', 'cholesterol', 'dioxin', 'mevalonate pathway', 'steatosis', 'systems biology', 'template-and-anchor model']",Hepatic cholesterol biosynthesis and dioxin-induced dysregulation: A multiscale computational approach.,"Humans are constantly exposed to lipophilic persistent organic pollutants (POPs) that accumulate in fatty foods. Among the numerous POPs, dioxins, in particular 2,3,7,8-tetrachlorodibenzo-p-dioxin (TCDD), can impact several organ systems. While the hazard is clearly recognized, it is still difficult to develop a comprehensive understanding of the overall health impacts of dioxins. As chemical toxicity testing is steadily adopting new approach methodologies (NAMs), it becomes imperative to develop computational models that can bridge the data gaps between in vitro testing and in vivo outcomes. As an effort to address this challenge, we propose a multiscale computational approach using a ""template-and-anchor"" (T&A) structure. A template is a high-level umbrella model that permits the integration of information from various, detailed anchor models. In the present study, we use this T&A approach to describe the effect of TCDD on cholesterol dynamics. Specifically, we represent hepatic cholesterol biosynthesis as an anchor model that is perturbed by TCDD, leading to steatosis, along with alterations of plasma cholesterol. In the future, incorporating pertinent information from all anchor models into the template model will allow the characterization of the global effects of dioxin, which can subsequently be translated into overall - and ultimately personalized - human health risk assessment."
2023 Jun,Environmental health perspectives,Environ Health Perspect. 2023 Jun;131(6):67010. doi: 10.1289/EHP12034. Epub 2023 ,"['Wang, Yingzheng', 'Pattarawat, Pawat', 'Zhang, Jiyang', 'Kim, Eunchong', 'Zhang, Delong', 'Fang, Mingzhu', 'Jannaman, Elizabeth A', 'Yuan, Ye', 'Chatterjee, Saurabh', 'Kim, Ji-Yong Julie', 'Scott, Geoffrey I', 'Zhang, Qiang', 'Xiao, Shuo']","['humans', 'female', 'animals', 'mice', ' harmful algal bloom', 'phosphatidylinositol 3-kinases', 'microcystins toxicity analysis', ' cyanobacteria', 'ovulation', 'ovarian follicle']",Effects of Cyanobacterial Harmful Algal Bloom Toxin Microcystin-LR on Gonadotropin-Dependent Ovarian Follicle Maturation and Ovulation in Mice.,"BACKGROUND: Cyanobacterial harmful algal blooms (CyanoHABs) originate from the excessive growth or bloom of cyanobacteria often referred to as blue-green algae. They have been on the rise globally in both marine and freshwaters in recently years with increasing frequency and severity owing to the rising temperature associated with climate change and increasing anthropogenic eutrophication from agricultural runoff and urbanization. Humans are at a great risk of exposure to toxins released from CyanoHABs through drinking water, food, and recreational activities, making CyanoHAB toxins a new class of contaminants of emerging concern. OBJECTIVES: We investigated the toxic effects and mechanisms of microcystin-LR (MC-LR), the most prevalent CyanoHAB toxin, on the ovary and associated reproductive functions. METHODS: Mouse models with either chronic daily oral or acute intraperitoneal exposure, an engineered three-dimensional ovarian follicle culture system, and human primary ovarian granulosa cells were tested with MC-LR of various dose levels. Single-follicle RNA sequencing, reverse transcription-quantitative polymerase chain reaction, enzyme-linked immunosorbent assay, western blotting, immunohistochemistry (IHC), and benchmark dose modeling were used to examine the effects of MC-LR on follicle maturation, hormone secretion, ovulation, and luteinization. RESULTS: Mice exposed long term to low-dose MC-LR did not exhibit any differences in the kinetics of folliculogenesis, but they had significantly fewer corpora lutea compared with control mice. Superovulation models further showed that mice exposed to MC-LR during the follicle maturation window had significantly fewer ovulated oocytes. IHC results revealed ovarian distribution of MC-LR, and mice exposed to MC-LR had significantly lower expression of key follicle maturation mediators. Mechanistically, in both murine and human granulosa cells exposed to MC-LR, there was reduced protein phosphatase 1 (PP1) activity, disrupted PP1-mediated PI3K/AKT/FOXO1 signaling, and less expression of follicle maturation-related genes. DISCUSSION: Using both in vivo and in vitro murine and human model systems, we provide data suggesting that environmentally relevant exposure to the CyanoHAB toxin MC-LR interfered with gonadotropin-dependent follicle maturation and ovulation. We conclude that MC-LR may pose a nonnegligible risk to women's reproductive health by heightening the probability of irregular menstrual cycles and infertility related to ovulatory disorders. https://doi.org/10.1289/EHP12034."
2023 Sep 6,Cancer discovery,Cancer Discov. 2023 Sep 6;13(9):2050-2071. doi: 10.1158/2159-8290.CD-22-0644.,"['Dashzeveg, Nurmaa K', 'Jia, Yuzhi', 'Zhang, Youbin', 'Gerratana, Lorenzo', 'Patel, Priyam', 'Shajahan, Asif', 'Dandar, Tsogbadrakh', 'Ramos, Erika K', 'Almubarak, Hannah F', 'Adorno-Cruz, Valery', 'Taftaf, Rokana', 'Schuster, Emma J', 'Scholten, David', 'Sokolowski, Michael T', 'Reduzzi, Carolina', 'El-Shennawy, Lamiaa', 'Hoffmann, Andrew D', 'Manai, Maroua', 'Zhang, Qiang', ""D'Amico, Paolo"", 'Azadi, Parastoo', 'Colley, Karen J', 'Platanias, Leonidas C', 'Shah, Ami N', 'Gradishar, William J', 'Cristofanilli, Massimo', 'Muller, William A', 'Cobb, Brian A', 'Liu, Huiping']","['humans', 'female', ' breast neoplasms drug therapy', ' neoplastic cells, circulating metabolism', 'paclitaxel therapeutic use', ' triple negative breast neoplasms', 'glycoproteins', 'biomarkers, tumor', 'neoplasm metastasis']",Dynamic Glycoprotein Hyposialylation Promotes Chemotherapy Evasion and Metastatic Seeding of Quiescent Circulating Tumor Cell Clusters in Breast Cancer.,"Most circulating tumor cells (CTC) are detected as single cells, whereas a small proportion of CTCs in multicellular clusters with stemness properties possess 20- to 100-times higher metastatic propensity than the single cells. Here we report that CTC dynamics in both singles and clusters in response to therapies predict overall survival for breast cancer. Chemotherapy-evasive CTC clusters are relatively quiescent with a specific loss of ST6GAL1-catalyzed α2,6-sialylation in glycoproteins. Dynamic hyposialylation in CTCs or deficiency of ST6GAL1 promotes cluster formation for metastatic seeding and enables cellular quiescence to evade paclitaxel treatment in breast cancer. Glycoproteomic analysis reveals newly identified protein substrates of ST6GAL1, such as adhesion or stemness markers PODXL, ICAM1, ECE1, ALCAM1, CD97, and CD44, contributing to CTC clustering (aggregation) and metastatic seeding. As a proof of concept, neutralizing antibodies against one newly identified contributor, PODXL, inhibit CTC cluster formation and lung metastasis associated with paclitaxel treatment for triple-negative breast cancer. SIGNIFICANCE: This study discovers that dynamic loss of terminal sialylation in glycoproteins of CTC clusters contributes to the fate of cellular dormancy, advantageous evasion to chemotherapy, and enhanced metastatic seeding. It identifies PODXL as a glycoprotein substrate of ST6GAL1 and a candidate target to counter chemoevasion-associated metastasis of quiescent tumor cells. This article is featured in Selected Articles from This Issue, p. 1949."
2023 Apr 1,Water research,Water Res. 2023 Apr 1;232:119676. doi: 10.1016/j.watres.2023.119676. Epub 2023 ,"['Du, Penghui', 'Liu, Wen', 'Zhang, Qiang', 'Zhang, Peng', 'He, Chen', 'Shi, Quan', 'Huang, Ching-Hua', 'Wang, Junjian']","[' peracetic acid', 'dissolved organic matter', ' water pollutants, chemical chemistry', 'oxidation-reduction', 'mass spectrometry', 'advanced oxidation process', 'dissolved organic matter', 'esi ft-icr ms', 'peracetic acid', 'wastewater treatment']",Transformation of dissolved organic matter during UV/peracetic acid treatment.,"Peracetic acid combined ultraviolet (UV/PAA) process has garnered growing attention as a promising advanced oxidation process (AOP) for wastewater treatment, but the corresponding transformation of ubiquitous dissolved organic matter (DOM) under this AOP remains unknown. This study systematically investigated the changes in characteristics and composition of DOM under UV/PAA, as well as the underlying mechanisms by multiple spectroscopic analyses and Fourier transform ion cyclotron resonance mass spectrometry. UV/PAA treatment dramatically decreased aromaticity, apparent molecular weight, and fluorescent abundance of DOM with the production of more oxidized and saturated compounds. The reactive species (i.e., (·)OH and CH(3)C(O)O(·)/CH(3)C(O)OO(·)) in UV/PAA contributed primarily to DOM changes but showed different reaction selectivity and mechanisms. (·)OH reacts with DOM components and mainly yields oxygenation products via a radical addition pathway. Comparatively, the electron transfer route is more likely to occur in CH(3)C(O)O(·)/CH(3)C(O)OO(·)-induced DOM transformation. Aside from oxygenation products, electron transfer could exclusively generate decarboxylation products and distinguishes CH(3)C(O)O(·)/CH(3)C(O)OO(·)-based AOPs from (·)OH-based AOPs. These findings significantly improve knowledge of DOM alterations under UV/PAA AOP at both the bulk and molecular levels."
2022 Sep 6,Environmental science & technology,Environ Sci Technol. 2022 Sep 6;56(17):12678-12687. doi: 10.1021/acs.est.2c00426. ,"['Chen, Huan', 'Wang, Jun-Jian', 'Ku, Pei-Jia', 'Tsui, Martin Tsz-Ki', 'Abney, Rebecca B', 'Berhe, Asmeret Asefaw', 'Zhang, Qiang', 'Burton, Sarah D', 'Dahlgren, Randy A', 'Chow, Alex T']","[' burns', 'carbon analysis', ' fires', 'gas chromatography-mass spectrometry', 'humans', 'lignin', 'nitrogen analysis', 'phenols', 'pyrolysis', 'spectroscopy, fourier transform infrared', 'alkyl side chain', 'black carbon nitrogen', 'forest fuel reduction', 'prescribed fire', 'wildfire']",Burn Intensity Drives the Alteration of Phenolic Lignin to (Poly) Aromatic Hydrocarbons as Revealed by Pyrolysis Gas Chromatography-Mass Spectrometry (Py-GC/MS).,"High-intensity wildfires alter the chemical composition of organic matter, which is expected to be distinctly different from low-intensity prescribed fires. Herein, we used pyrolysis gas chromatography/mass spectrometry (Py-GC/MS), in conjunction with solid-state (13)C nuclear magnetic resonance (NMR) and Fourier transform infrared (FT-IR) spectroscopy, to assess chemical alterations from three wildfires and a long-term frequent prescribed fire site. Our results showed that black ash formed under moderate intensity burns contained less aromatic (ArH), polyaromatic hydrocarbon (PAH), and nitrogen-containing compounds (Ntg) but more lignin (LgC) and phenol compounds (PhC), compared to white ash formed under high intensity burns. Both (13)C NMR and FT-IR confirmed a higher relative percentage of carboxyl carbon in white ash, indicating the potential for higher water solubility and more mobile carbon, relative to black ash. Compared to wildfires, ash from low-intensity prescribed fire contained less ArH, PAH, and Ntg and more LgC and PhC. Controlled laboratory burning trials indicated that organic matter alteration was sensitive to the burn temperature, but not related to the fuel type (pine vs fir) nor oxygen absence/presence at high burn temperatures. This study concludes that higher burn temperatures resulted in higher (poly)aromatic carbon/nitrogen and lower lignin/phenol compounds."
2022 Jun 29,Soft matter,Soft Matter. 2022 Jun 29;18(25):4660-4666. doi: 10.1039/d2sm00173j.,"['Zhang, Xujun', 'Jacobeen, Shane', 'Zhang, Qiang', 'Khau, Brian', 'Yunker, Peter', 'Qi, H Jerry', 'Bhamla, Saad', 'Russo, Paul S']","[' pressure', 'surface properties']",Reshaping sub-millimetre bubbles from spheres to tori.,"Shape-changing objects are prized for applications ranging from acoustics to robotics. We report sub-millimetre bubbles that reversibly and rapidly change not only their shape but also their topological class, from sphere to torus, when subjected to a simple pressure treatment. Stabilized by a solid-like film of nanoscopic protein ""particles"", the bubbles may persist in toroidal form for several days, most of them with the relative dimensions expected of Clifford tori. The ability to cross topological classes reversibly and quickly is enabled by the expulsion of protein from the strained surfaces in the form of submicron assemblies. Compared to structural modifications of liquid-filled vesicles, for example by slow changes in solution osmolality, the rapid inducement of shape changes in bubbles by application of pressure may hasten experimental investigations of surface mechanics, even as it suggests new routes to lightweight materials with high surface areas."
2021 Nov 22,Biomolecules,Biomolecules. 2021 Nov 22;11(11):1741. doi: 10.3390/biom11111741.,"['Kumbale, Carla M', 'Voit, Eberhard O', 'Zhang, Qiang']","['kinetics', ' protein processing, post-translational', 'protein stability', ' signal transduction', 'covalent modification cycle', 'posttranslational modification', 'protein stability', 'signal amplification', 'ultrasensitivity']",Emergence and Enhancement of Ultrasensitivity through Posttranslational Modulation of Protein Stability.,"Signal amplification in biomolecular networks converts a linear input to a steeply sigmoid output and is central to a number of cellular functions including proliferation, differentiation, homeostasis, adaptation, and biological rhythms. One canonical signal amplifying motif is zero-order ultrasensitivity that is mediated through the posttranslational modification (PTM) cycle of signaling proteins. The functionality of this signaling motif has been examined conventionally by supposing that the total amount of the protein substrates remains constant, as by the classical Koshland-Goldbeter model. However, covalent modification of signaling proteins often results in changes in their stability, which affects the abundance of the protein substrates. Here, we use mathematical models to explore the signal amplification properties in such scenarios and report some novel aspects. Our analyses indicate that PTM-induced protein stabilization brings the enzymes closer to saturation. As a result, ultrasensitivity may emerge or is greatly enhanced, with a steeper sigmoidal response, higher magnitude, and generally longer response time. In cases where PTM destabilizes the protein, ultrasensitivity can be regained through changes in the activities of the involved enzymes or from increased protein synthesis. Importantly, ultrasensitivity is not limited to modified or unmodified protein substrates-when protein turnover is considered, the total free protein substrate can also exhibit ultrasensitivity under several conditions. When full enzymatic reactions are used instead of Michaelis-Menten kinetics for the modeling, the total free protein substrate can even exhibit nonmonotonic dose-response patterns. It is conceivable that cells use inducible protein stabilization as a strategy in the signaling network to boost signal amplification while saving energy by keeping the protein substrate levels low at basal conditions."
2021 Dec,Psychiatry research,Psychiatry Res. 2021 Dec;306:114219. doi: 10.1016/j.psychres.2021.114219. Epub ,"['Yang, Bin', 'Wang, Bo', 'Sun, Nan', 'Xu, Fei', 'Wang, Lianke', 'Chen, Jiajun', 'Yu, Shiwei', 'Zhang, Yiming', 'Zhu, Yurui', 'Dai, Ting', 'Zhang, Qiang', 'Sun, Changqing']","['adolescent', ' bullying psychology', ' crime victims psychology', 'cross-sectional studies', ' cyberbullying psychology', 'female', 'humans', 'male', ' self-injurious behavior epidemiology', 'sex factors', 'suicidal ideation', ' suicide', 'adolescents', 'cyberbullying', 'direct bullying', 'psychological symptoms', 'relational bullying', 'self-harm, suicidality']","The consequences of cyberbullying and traditional bullying victimization among adolescents: Gender differences in psychological symptoms, self-harm and suicidality.","This study aimed to examine the effects of different types of bullying victimization (direct, relational, and cyber) on psychological symptoms, self-harm, and suicidality (including suicidal ideation and attempts) among adolescents, and to explore whether these effects may vary by gender. The data were obtained from a cross-sectional study of adolescents (n = 11,248, 46.7% females) with a mean age of 13.83 years from grade 5 to 12 in Henan, China. A series of binary logistic regression models were conducted to estimate the associations between different types of bullying victimization and psychological symptoms, self-harm, suicidal ideation, and suicidal attempts, after adjusting for demographic covariates. All three types of bullying victimization were significantly associated with psychological symptoms, self-harm, suicidal ideation, and suicidal attempts. Adolescents who suffered from cyberbullying victimization were more likely to commit self-harm and suicidal attempts as compared to direct and relational victimization. Female adolescents who suffered from relational bullying tend to have a higher risk of suicidal attempts than male adolescents. The current study demonstrated the negative effect of bullying victimization on adolescents' adverse psychological outcomes and gender difference need to be taken into account in developing targeted intervention strategies to address bullying victimization."
