time,journal,doi_info,authors,key words,title,abstract
2023 Jul 1,Journal of neurophysiology,J Neurophysiol. 2023 Jul 1;130(1):212-223. doi: 10.1152/jn.00447.2022. Epub 2023 ,"['St Pierre, Mitchell Adrien', 'Shinohara, Minoru']","['young adult', 'humans', ' vagus nerve stimulation', ' transcutaneous electric nerve stimulation', 'vagus nerve physiology', 'vns', 'motor learning', 'tvns', 'transcutaneous vagus nerve stimulation', 'vagus nerve stimulation']",Transcutaneous vagus nerve stimulation at nonspecific timings during training can compromise motor adaptation in healthy humans.,"Adding afferent vagus nerve stimulation to motor training via implanted electrodes can modify neuromotor adaptation depending on the stimulation timing. This study aimed to understand neuromotor adaptations when transcutaneous vagus nerve stimulation (tVNS) is applied at nonspecific timings during motor skill training in healthy humans. Twenty-four healthy young adults performed visuomotor training to match a complex force trajectory pattern with the index and little finger abduction forces concurrently. Participants were assigned to the tVNS group receiving tVNS at the tragus or the sham group receiving sham stimulation to the earlobe. The corresponding stimulations were applied at nonspecific timings throughout the training trials. Visuomotor tests were performed without tVNS or sham stimulation before and after training sessions across days. The reduction in the root mean square error (RMSE) against the trained force trajectory was attenuated in the tVNS group compared with the sham group, while its in-session reduction was not different between groups. The reduction of RMSE against an untrained trajectory pattern was not different between groups. No training effect was observed in corticospinal excitability or GABA-mediated intracortical inhibition. These findings suggest that adding tVNS at nonspecific timings during motor skill training can compromise motor adaptation but not transfer in healthy humans.NEW & NOTEWORTHY Adding vagus nerve stimulation via implanted electrodes during motor training can facilitate motor recovery in disabled animals and humans. No study examined the effect of transcutaneous vagus nerve stimulation (tVNS) during training on neuromotor adaptation in healthy humans. We have found that adding tVNS at nonspecific timings during motor skill training can compromise motor adaptation but not transfer in healthy humans."
2021 Aug 18,International journal of environmental research and public health,Int J Environ Res Public Health. 2021 Aug 18;18(16):8708. doi: ,"['Zhang, Zhenxuan', 'Prilutsky, Boris I', 'Butler, Andrew J', 'Shinohara, Minoru', 'Ghovanloo, Maysam']","[' exoskeleton device', 'female', 'humans', 'male', ' stroke rehabilitation', 'tongue', 'treatment outcome', 'upper extremity', 'kinarm', 'exoskeleton', 'hemiplegia', 'robotic rehabilitation', 'stroke', 'tongue drive system']",Design and Preliminary Evaluation of a Tongue-Operated Exoskeleton System for Upper Limb Rehabilitation.,"Stroke is a devastating condition that may cause upper limb paralysis. Robotic rehabilitation with self-initiated and assisted movements is a promising technology that could help restore upper limb function. Previous studies have established that the tongue motion can be used to communicate human intent and control a rehabilitation robot/assistive device. The goal of this study was to evaluate a tongue-operated exoskeleton system (TDS-KA), which we have developed for upper limb rehabilitation. We adopted a tongue-operated assistive technology, called the tongue drive system (TDS), and interfaced it with the exoskeleton KINARM. We also developed arm reaching and tracking tasks, controlled by different tongue operation modes, for training and evaluation of arm motor function. Arm reaching and tracking tasks were tested in 10 healthy participants (seven males and three females, 23-60 years) and two female stroke survivors with upper extremity impairment (32 and 58 years). All healthy and two stroke participants successfully performed the tasks. One stroke subject demonstrated a clinically significant improvement in Fugl-Meyer upper extremity score after practicing the tasks in six 3-h sessions. We conclude that the TDS-KA system can accurately translate tongue commands to exoskeleton arm movements, quantify the function of the arm, and perform rehabilitation training."
2021 Feb,Experimental brain research,Exp Brain Res. 2021 Feb;239(2):601-612. doi: 10.1007/s00221-020-05987-5. Epub ,"['Suzuki, Ryosei', 'Kanehisa, Hiroaki', 'Washino, Sohei', 'Watanabe, Hironori', 'Shinohara, Minoru', 'Yoshitake, Yasuhide']","['electromyography', 'humans', 'isometric contraction', 'leg', 'male', ' muscle contraction', ' muscle, skeletal', 'cross-correlation function', 'interference electromyogram', 'multiple muscle model', 'steadiness']",Reconstruction of net force fluctuations from surface EMGs of multiple muscles in steady isometric plantarflexion.,"The purposes of this study were to clarify if force fluctuations during steady multi-muscle contractions have a temporal correlation with a low-frequency component of rectified surface EMG (rEMG) in the involved muscles and collection of that component across muscles allows for the reconstruction of force fluctuations across a wide range of contraction intensities. Healthy young men (n = 15) exerted steady isometric plantarflexion force at 5-60% of maximal force. Surface EMG was recorded from the medial and lateral gastrocnemii, soleus, peroneus longus, abductor hallucis, and tibialis anterior muscles. The cross-correlation function (CCF) between plantarflexion force fluctuations and low-pass filtered rEMG in each muscle was calculated for 8 s. To reconstruct force fluctuations from rEMGs, the product of rEMG and an identified constant factor were summed across muscles with time-lag compensation for electro-mechanical delay. A distinct peak of the CCF was found between plantarflexion force fluctuations and rEMG in most cases except for the tibialis anterior. The CCF peak was greatest in the medial gastrocnemius and soleus. Reconstructed force from rEMGs was temporally correlated with measured force fluctuations across contraction intensities (average CCF peak: r = 0.65). The results indicate that individual surface rEMG has a low-frequency component that is temporally correlated with net force fluctuations during steady multi-muscle contractions and contributes to the reconstruction of force fluctuations across a wide range of contraction intensities. It suggests a potential applicability of individual surface EMGs for identifying the contributing muscles to controlling or disturbing isometric steady force in multi-muscle contractions."
2020,Frontiers in neurorobotics,Front Neurorobot. 2020 Feb 3;14:1. doi: 10.3389/fnbot.2020.00001. eCollection ,"['Kim, Euisun', 'Meinhold, Waiman', 'Shinohara, Minoru', 'Ueda, Jun']","['brain stimulation', 'mechanical stimulation', 'motor evoked potential', 'statistical estimation', 'transcranial magnetic stimulation']",Statistical Inter-stimulus Interval Window Estimation for Transient Neuromodulation via Paired Mechanical and Brain Stimulation.,"For achieving motor recovery in individuals with sensorimotor deficits, augmented activation of the appropriate sensorimotor system, and facilitated induction of neural plasticity are essential. An emerging procedure that combines peripheral nerve stimulation and its associative stimulation with central brain stimulation is known to enhance the excitability of the motor cortex. In order to effectively apply this paired stimulation technique, timing between central and peripheral stimuli must be individually adjusted. There is a small range of effective timings between two stimuli, or the inter-stimulus interval window (ISI-W). Properties of ISI-W from neuromodulation in response to mechanical stimulation (Mstim) of muscles have been understudied because of the absence of a versatile and reliable mechanical stimulator. This paper adopted a combination of transcranial magnetic stimulation (TMS) and Mstim by using a high-precision robotic mechanical stimulator. A pneumatically operated robotic tendon tapping device was applied. A low-friction linear cylinder achieved high stimulation precision in time and low electromagnetic artifacts in physiological measurements. This paper describes a procedure to effectively estimate an individual ISI-W from the transiently enhanced motor evoked potential (MEP) with a reduced number of paired Mstim and sub-threshold TMS trials by applying statistical sampling and regression technique. This paper applied a total of four parametric and non-parametric statistical regression methods for ISI-W estimation. The developed procedure helps to reduce time for individually adjusting effective ISI, reducing physical burden on the subject."
2020 Jan,Experimental brain research,Exp Brain Res. 2020 Jan;238(1):63-72. doi: 10.1007/s00221-019-05700-1. Epub 2019 ,"['Ahmar, Nayef E', 'Ueda, Jun', 'Shinohara, Minoru']","['adult', 'arm  physiology', ' electromyography', 'female', 'humans', 'isometric contraction  physiology', 'male', 'motor activity  physiology', 'muscle, skeletal  physiology', 'young adult', 'antagonist', 'common drive', 'correlated oscillations', 'emg', 'muscle coactivation']",Anti-phase cocontraction practice attenuates in-phase low-frequency oscillations between antagonistic muscles as assessed with phase coherence.,"Voluntary contraction of skeletal muscles involves common in-phase neural oscillations in low frequencies (around 1-2 Hz) across muscles. The purpose of this study was to determine if anti-phase antagonistic cocontraction practice can attenuate the occurrence of in-phase low-frequency oscillations in antagonistic muscle activity. For this purpose, we determined the probability density function of phase coherence in surface electromyogram (EMG) between antagonistic muscles. Healthy young adults were assigned to one of three intervention groups. They performed an isometric transient and steady cocontraction test with elbow flexors and extensors before and after a session of distinct intervention. In the Cocontraction group, subjects practiced alternating anti-phase isometric cocontraction with the flexors and extensors concurrently. In the Contraction group, subjects practiced alternating isometric contraction levels with flexors or extensors independently. Subjects in the Control group did not perform motor practice. The occurrence of in-phase coherence < 3 Hz during the cocontraction test (including transient and steady portions) was determined from the probability density function of phase coherence in rectified EMG between pairs of elbow flexor and extensor muscles. The change in the probability of in-phase coherence after the intervention period was greatest in the Cocontraction group, followed by Contraction group, and then Control group, on average. The Cocontraction group showed significantly greater reductions than the Control group across the cocontraction test portions. The results suggest that a session of anti-phase cocontraction practice can consistently attenuate the occurrence of in-phase low-frequency oscillations between cocontracting antagonistic muscles across steady and non-steady cocontractions in healthy young adults."
2020 Feb,Musculoskeletal science & practice,Musculoskelet Sci Pract. 2020 Feb;45:102078. doi: 10.1016/j.msksp.2019.102078. ,"['Koppenhaver, Shane', 'Gaffney, Emily', 'Oates, Amber', 'Eberle, Laura', 'Young, Brian', 'Hebert, Jeffrey', 'Proulx, Laurel', 'Shinohara, Minoru']","['adult', 'cross-sectional studies', 'elasticity imaging techniques', 'female', 'healthy volunteers', 'humans', 'low back pain  diagnosis  physiopathology', 'lumbosacral region  physiopathology', 'male', 'military personnel', 'muscle contraction  physiology', 'paraspinal muscles  physiopathology  ultrastructure', ' shear strength', 'texas', 'elastography', 'low back pain', 'muscle', 'ultrasound']","Lumbar muscle stiffness is different in individuals with low back pain than asymptomatic controls and is associated with pain and disability, but not common physical examination findings.","BACKGROUND: Lumbar muscle dysfunction is commonly implicated in low back pain (LBP). Shear-wave elastography (SWE) uses ultrasound technology to quantify absolute soft tissue stiffness (shear modulus), thereby allowing for estimation of individual muscle contraction and function. OBJECTIVES: To compare resting and contracted stiffness of lumbar spine musculature in individuals with and without LBP using SWE. A secondary aim was to explore for relationships between common self-report and physical examination measures and resting and contracted muscle stiffness in individuals with LBP. DESIGN: Cross-sectional. METHODS: Shear modulus of the lumbar musculature was measured in 60 participants with LBP and 60 asymptomatic controls (120 total) using SWE. The lumbar erector spinae were imaged at rest only, while the lumbar multifidus was imaged at rest and during contraction. Before imaging, participants with LBP underwent a standardized clinical examination including a brief history, self-report questionnaires, and a physical examination. Lumbar muscle shear modulus was compared between participants with LBP and asymptomatic controls using ANCOVA. Potential associations between shear modulus and selected self-report and physical examination measures were assessed using correlation analysis. RESULTS: Stiffness of the erector spinae and lumbar multifidus at rest (but not during contraction) was greater in participants with LBP than in asymptomatic controls (p < 0.05). Many of the self-report measures, but none of the physical examination findings were associated with muscle stiffness. CONCLUSION: Resting lumbar muscle stiffness is greater in individuals with LBP than asymptomatic controls and is associated with self-reported pain and disability, but not physical exam findings."
2019 Aug,Experimental brain research,Exp Brain Res. 2019 Aug;237(8):1947-1958. doi: 10.1007/s00221-019-05563-6. Epub ,"['Buharin, Vasiliy E', 'Shinohara, Minoru']","['adolescent', 'adult', 'electric stimulation methods', 'electromyography methods', 'evoked potentials, motor  physiology', 'female', 'forearm innervation  physiology', 'humans', 'isometric contraction  physiology', 'male', 'muscle, skeletal innervation  physiology', 'pressoreceptors  physiology', 'pyramidal tracts  physiology', 'young adult', 'baroreflex', 'motor cortex', 'orthostatic stress', 'transcranial magnetic stimulation']",Corticospinal excitability for flexor carpi radialis decreases with baroreceptor unloading during intentional co-contraction with opposing forearm muscles.,"Concurrent activation of antagonistic muscles (co-contraction) is used for stiffening a joint, whereas its neural control under hemodynamic stress (e.g., posture change, high gravity, and hemorrhage) is unknown. Corticospinal excitability during co-contraction may be altered with baroreceptor unloading due to potential modulations in spinal and/or inhibitory pathways (e.g., disynaptic group I inhibition and GABA-mediated intracortical inhibition). The purpose of this study was to understand the effect of baroreceptor unloading on corticospinal excitability during co-contraction in humans. Motor evoked potential and cortical silent period in a wrist flexor muscle were examined using transcranial magnetic stimulation in two groups of healthy young adults. All subjects performed isometric contraction of the wrist flexors (flexion) and co-contraction of the wrist flexors and extensors (co-contraction). Spinal disynaptic inhibition was also assessed with the ratio of H-reflex responses to unconditioned and conditioned electrical stimulations of the peripheral nerves for the muscles. In one of the groups, baroreflex unloading was induced by applying lower body negative pressure. There was no significant effect of baroreflex unloading on cortical silent period or H-reflex measure of disynaptic inhibition. With baroreflex unloading, motor evoked potential area in the flexor carpi radialis was decreased during co-contraction but not during flexion. The results indicated that baroreceptor unloading decreases corticospinal excitability during co-contraction of antagonistic muscles, apparently by influencing neural pathways that were not probed with cortical silent period or spinal disynaptic inhibition."
2019 Feb,"Clinical biomechanics (Bristol, Avon)","Clin Biomech (Bristol, Avon). 2019 Feb;62:113-120. doi: ","['Koppenhaver, Shane L', 'Scutella, Dominique', 'Sorrell, Brooke A', 'Yahalom, Joshua', 'Fernández-de-Las-Peñas, Cesar', 'Childs, John D', 'Shaffer, Scott W', 'Shinohara, Minoru']","['adult', 'analysis of variance', 'anthropometry methods', 'back pain etiology', 'cross-sectional studies', 'elasticity imaging techniques  methods', 'female', 'humans', 'lumbosacral region diagnostic imaging  physiology', 'male', 'middle aged', 'muscle contraction physiology', 'muscle, skeletal diagnostic imaging  physiology', 'paraspinal muscles physiology', 'sex factors', 'elastography', 'lumbar', 'muscle', 'stiffness', 'ultrasound']",Normative parameters and anthropometric variability of lumbar muscle stiffness using ultrasound shear-wave elastography.,"BACKGROUND: Quantifying stiffness of the lumbar spine musculature using shear-wave elastography (SWE) maybe beneficial in the diagnosis and treatment of non-specific low back pain (LBP). The primary purpose of this study was to establish normative parameter and variance estimates of lumbar spine muscle stiffness at rest and during submaximal contraction levels using SWE in healthy individuals. A second aim was to determine the relationship between lumbar spine muscle stiffness and a variety of demographic, anthropometric, and medical history variables. METHODS: This cross-sectional study included stiffness measurements of the lumbar musculature in 120 asymptomatic individuals using ultrasound SWE. The lumbar erector spinae muscle was measured during rest only and lumbar multifidus muscle was measured during rest and during submaximal contraction using a prone contralateral arm lift. Statistical comparisons of shear modulus were made between sex (male vs. female) and muscle condition (erector spinae rest, lumbar multifidus rest, lumbar multifidus contracted) using 2 × 3 repeated measures analysis of variance (ANOVA). Univariate associations between shear modulus and age, sex, BMI, activity level, and history of back pain were assessed using correlation analysis. FINDINGS: Shear modulus at rest was approximately 4 kPa for the erector spinae muscles and approximately 6 kPa for the lumbar multifidus muscles. Shear modulus substantially increased during contraction, and varied by sex, BMI, and self-reported activity level, with men and more active individuals generally having stiffer muscles. INTERPRETATION: Variability in shear modulus of the lumbar musculature may be mediated through a combination of muscle size and contractile state, which is consistent with our findings of higher stiffness in the more postural lumbar multifidi muscles, during contraction, and in larger and more active individuals. These findings should inform and be accounted for in future comparative clinical studies."
2018 Apr,Journal of electromyography and kinesiology : official journal of the ,J Electromyogr Kinesiol. 2018 Apr;39:49-57. doi: 10.1016/j.jelekin.2018.01.010. ,"['Koppenhaver, Shane', 'Kniss, Joshua', 'Lilley, Daniel', 'Oates, Michael', 'Fernández-de-Las-Peñas, Cesar', 'Maher, Ruth', 'Croy, Theodore', 'Shinohara, Minoru']","['adult', 'back muscles  diagnostic imaging physiology', 'elasticity', 'elasticity imaging techniques methods  standards', 'humans', 'male', 'middle aged', 'reproducibility of results', 'elastography', 'low back pain', 'muscle', 'stiffness', 'ultrasound']",Reliability of ultrasound shear-wave elastography in assessing low back musculature elasticity in asymptomatic individuals.,"Patients with low back pain commonly exhibit impaired morphology and function of spinal musculature that may be quantifiable using shear-wave elastography (SWE). The purpose of this study was to assess the intra-rater and test-retest reliability of SWE elasticity measures of the lumbar erector spinae and multifidus muscles during rest and differing levels of contraction in asymptomatic individuals. This single-group repeated-measures design involved a baseline measurement session and a follow-up session 3 days later. The lumbar multifidus was imaged at rest and during three levels of contraction (minimal, moderate, and maximum). The lumbar erector spinae (illiocostalis and longissimus muscles) were imaged at rest only. Overall reliability estimates were fair to excellent with ICCs ranging from 0.44 to 0.92. Reliability was higher in the lumbar multifidus muscles than the erector spinae muscles, slightly higher during contraction than during rest, and substantially improved by using the mean of 3 measurements. By reliably quantifying impaired spinal musculature, SWE may facilitate an improved understanding of the etiology and treatment of low back pain and other muscle pain-related conditions such as trigger points and fibromyalgia."
2018 Feb,Journal of electromyography and kinesiology : official journal of the ,J Electromyogr Kinesiol. 2018 Feb;38:208-214. doi: 10.1016/j.jelekin.2017.11.011. ,"['Yoshitake, Yasuhide', 'Ikeda, Atsutoshi', 'Shinohara, Minoru']","['adult', 'exercise therapy instrumentation  methods', 'female', 'fingers  physiology', 'hand strength', 'humans', 'male', 'muscle, skeletal physiology', ' postural balance', 'posture', 'random allocation', 'reaction time', 'robotics  instrumentation methods', 'manual dexterity', 'muscle strength', 'stretch reflex', 'tremor']",Robotic finger perturbation training improves finger postural steadiness and hand dexterity.,"The purpose of the study was to understand the effect of robotic finger perturbation training on steadiness in finger posture and hand dexterity in healthy young adults. A mobile robotic finger training system was designed to have the functions of high-speed mechanical response, two degrees of freedom, and adjustable loading amplitude and direction. Healthy young adults were assigned to one of the three groups: random perturbation training (RPT), constant force training (CFT), and control. Subjects in RPT and CFT performed steady posture training with their index finger using the robot in different modes: random force in RPT and constant force in CFT. After the 2-week intervention period, fluctuations of the index finger posture decreased only in RPT during steady position-matching tasks with an inertial load. Purdue pegboard test score improved also in RPT only. The relative change in finger postural fluctuations was negatively correlated with the relative change in the number of completed pegs in the pegboard test in RPT. The results indicate that finger posture training with random mechanical perturbations of varying amplitudes and directions of force is effective in improving finger postural steadiness and hand dexterity in healthy young adults."
