time,journal,doi_info,authors,key words,title,abstract
2024,JVS-vascular science,JVS Vasc Sci. 2024 Mar 7;5:100193. doi: 10.1016/j.jvssci.2024.100193. eCollection ,"['Carr, Sean M', 'Owsiany, Katherine', 'Scrivner, Ottis', 'McLaughlin, Dylan', 'Jo, Hanjoong', 'Brewster, Luke P', 'Hekman, Katherine E']","['atherosclerosis', 'endothelial cells', 'hypoxia', 'induced pluripotent stem cells', 'peripheral arterial disease', 'physoxia', 'regenerative medicine']",Hyperoxia impairs induced pluripotent stem cell-derived endothelial cells and drives an atherosclerosis-like transcriptional phenotype.,"BACKGROUND: Induced pluripotent stem cells (iPSCs) directed to endothelial identity (iPSC-ECs) are emerging as a potent tool for regenerative medicine in vascular disease. However, iPSC-ECs lose expression of key identity markers under standard in vitro conditions, limiting their clinical applications. METHODS: To model physiological in vivo conditions, we examined the bioenergetics, presence of key cell markers, and proliferative and angiogenic capacity in iPSC-ECs at late and early passage under hyperoxic (21%) and physiological (4%) oxygen concentrations. RESULTS: Physoxia resulted in relative preservation of mitochondrial bioenergetic activity, as well as CD144 expression in late passage iPSC-ECs, but not proliferative capacity or tube formation. Single cell RNA sequencing (scRNA-seq) revealed that late passage hyperoxic iPSC-ECs develop an endothelial-to-mesenchymal phenotype. Comparing scRNA-seq data from iPSC-ECs and from atherosclerotic ECs revealed overlap of their transcriptional phenotypes. CONCLUSIONS: Taken together, our studies demonstrate that physiological 4% oxygen culture conditions were sufficient to improve mitochondrial function in high passage cells, but alone was insufficient to preserve angiogenic capacity. Furthermore, late passage cells under typical conditions take on an endothelial-to-mesenchymal phenotype with similarities to ECs found in atherosclerosis."
2024,Frontiers in cardiovascular medicine,Front Cardiovasc Med. 2024 May 6;11:1413184. doi: 10.3389/fcvm.2024.1413184. ,"['Sonawane, Abhijeet Rajendra', 'Pucéat, Michel', 'Jo, Hanjoong']","['atherosclerosis', 'cardiovascular diseases', 'data analysis', 'heart valve disease (hvd)', 'single-cell omics']",Editorial: Single-cell OMICs analyses in cardiovascular diseases.,
2024 May 1,Advanced healthcare materials,Adv Healthc Mater. 2024 May 1:e2303972. doi: 10.1002/adhm.202303972.,"['De Jesus Morales, Kenneth J', 'Santosa, Utari', 'Brazhkina, Olga', 'Rajurkar, Pranshu', 'Jo, Hanjoong', 'Davis, Michael E']","['3d bioprinting', '3d microenvironments', 'biomaterial inks', 'hydrogel scaffolds', 'tissue‐engineered heart valves']",A Biomimetic Leaflet Scaffold for Aortic Valve Remodeling.,"Heart valve disease poses a significant clinical challenge, especially in pediatric populations, due to the inability of existing valve replacements to grow or respond biologically to their microenvironment. Tissue-engineered heart valves (TEHVs) provide a solution by facilitating patient-specific models for self-repair and remodeling. In this study, a 3D-bioprinted TEHV is designed to emulate the trilayer leaflet structure of an aortic valve. A cell-laden hydrogel scaffold made from gelatin methacrylate and polyethylene glycol diacrylate (GelMA/PEGDA) incorporates valvular interstitial-like (VIC-like) cells, being reinforced with a layer of polycaprolactone (PCL). The composition of the hydrogel scaffold remains stable over 7 days, having increased mechanical strength compared to pure GelMA. The scaffold maintains VIC-like cell function and promotes extracellular matrix (ECM) protein expression up to 14 days under two dynamic culture conditions: shear stress and stretching; replicating heart valve behavior within a more physiological-like setting and suggesting remodeling potential via ECM synthesis. This TEHV offers a promising avenue for valve replacements, closely replicating the structural and functional attributes of a native aortic valve, leading to mechanical and biological integration through biomaterial-cellular interactions."
2024,Frontiers in physiology,Front Physiol. 2024 Apr 4;15:1327794. doi: 10.3389/fphys.2024.1327794. ,"['Tanaka, Leonardo Y', 'Kumar, Sandeep', 'Gutierre, Lucas F', 'Magnun, Celso', 'Kajihara, Daniela', 'Kang, Dong-Won', 'Laurindo, Francisco R M', 'Jo, Hanjoong']","['atherosclerosis', 'disturbed flow', 'microrna', 'phenotype switch', 'protein disulfide isomerase', 'vascular smooth muscle cell']",Disturbed flow regulates protein disulfide isomerase A1 expression via microRNA-204.,"Redox processes can modulate vascular pathophysiology. The endoplasmic reticulum redox chaperone protein disulfide isomerase A1 (PDIA1) is overexpressed during vascular proliferative diseases, regulating thrombus formation, endoplasmic reticulum stress adaptation, and structural remodeling. However, both protective and deleterious vascular effects have been reported for PDIA1, depending on the cell type and underlying vascular condition. Further understanding of this question is hampered by the poorly studied mechanisms underlying PDIA1 expression regulation. Here, we showed that PDIA1 mRNA and protein levels were upregulated (average 5-fold) in the intima and media/adventitia following partial carotid ligation (PCL). Our search identified that miR-204-5p and miR-211-5p (miR-204/211), two broadly conserved miRNAs, share PDIA1 as a potential target. MiR-204/211 was downregulated in vascular layers following PCL. In isolated endothelial cells, gain-of-function experiments of miR-204 with miR mimic decreased PDIA1 mRNA while having negligible effects on markers of endothelial activation/stress response. Similar effects were observed in vascular smooth muscle cells (VSMCs). Furthermore, PDIA1 downregulation by miR-204 decreased levels of the VSMC contractile differentiation markers. In addition, PDIA1 overexpression prevented VSMC dedifferentiation by miR-204. Collectively, we report a new mechanism for PDIA1 regulation through miR-204 and identify its relevance in a model of vascular disease playing a role in VSMC differentiation. This mechanism may be regulated in distinct stages of atherosclerosis and provide a potential therapeutic target."
2024 Jan 26,Scientific reports,Sci Rep. 2024 Jan 26;14(1):2243. doi: 10.1038/s41598-024-52453-1.,"['Forghani, Parvin', 'Rashid, Aysha', 'Armand, Lawrence C', 'Wolfson, David', 'Liu, Rui', 'Cho, Hee Cheol', 'Maxwell, Joshua T', 'Jo, Hanjoong', 'Salaita, Khalid', 'Xu, Chunhui']","['humans', 'myocytes, cardiac metabolism', ' induced pluripotent stem cells', 'cells, cultured', ' weightlessness', 'sarcomeres', 'cell differentiation']",Simulated microgravity improves maturation of cardiomyocytes derived from human induced pluripotent stem cells.,"Cardiomyocytes derived from human induced pluripotent stem cells (hiPSC-CMs) possess tremendous potential for basic research and translational application. However, these cells structurally and functionally resemble fetal cardiomyocytes, which is a major limitation of these cells. Microgravity can significantly alter cell behavior and function. Here we investigated the effect of simulated microgravity on hiPSC-CM maturation. Following culture under simulated microgravity in a random positioning machine for 7 days, 3D hiPSC-CMs had increased mitochondrial content as detected by a mitochondrial protein and mitochondrial DNA to nuclear DNA ratio. The cells also had increased mitochondrial membrane potential. Consistently, simulated microgravity increased mitochondrial respiration in 3D hiPSC-CMs, as indicated by higher levels of maximal respiration and ATP content, suggesting improved metabolic maturation in simulated microgravity cultures compared with cultures under normal gravity. Cells from simulated microgravity cultures also had improved Ca(2+) transient parameters, a functional characteristic of more mature cardiomyocytes. In addition, these cells had improved structural properties associated with more mature cardiomyocytes, including increased sarcomere length, z-disc length, nuclear diameter, and nuclear eccentricity. These findings indicate that microgravity enhances the maturation of hiPSC-CMs at the structural, metabolic, and functional levels."
2024 Jan 10,Journal of experimental & clinical cancer research : CR,J Exp Clin Cancer Res. 2024 Jan 10;43(1):15. doi: 10.1186/s13046-023-02942-4.,"['Cappelletto, Ambra', 'Alfì, Edoardo', 'Volf, Nina', 'Vu, Thi Van Anh', 'Bortolotti, Francesca', 'Ciucci, Giulio', 'Vodret, Simone', 'Fantuz, Marco', 'Perin, Martina', 'Colliva, Andrea', 'Rozzi, Giacomo', 'Rossi, Matilde', 'Ruozi, Giulia', 'Zentilin, Lorena', 'Vuerich, Roman', 'Borin, Daniele', 'Lapasin, Romano', 'Piazza, Silvano', 'Chiesa, Mattia', 'Lorizio, Daniela', 'Triboli, Luca', 'Kumar, Sandeep', 'Morello, Gaia', 'Tripodo, Claudio', 'Pinamonti, Maurizio', 'Piperno, Giulia Maria', 'Benvenuti, Federica', 'Rustighi, Alessandra', 'Jo, Hanjoong', 'Piccolo, Stefano', 'Del Sal, Giannino', 'Carrer, Alessandro', 'Giacca, Mauro', 'Zacchigna, Serena']","['animals', 'humans', 'mice', ' cancer-associated fibroblasts', 'cell nucleus', 'disease models, animal', 'early detection of cancer', ' pancreatic neoplasms drug therapy genetics', 'collagen metabolism', 'aav vectors', 'biotherapeutics', 'cancer', 'cell invasiveness', 'gene therapy', 'in vivo screening']",EMID2 is a novel biotherapeutic for aggressive cancers identified by in vivo screening.,"BACKGROUND: New drugs to tackle the next pathway or mutation fueling cancer are constantly proposed, but 97% of them are doomed to fail in clinical trials, largely because they are identified by cellular or in silico screens that cannot predict their in vivo effect. METHODS: We screened an Adeno-Associated Vector secretome library (> 1000 clones) directly in vivo in a mouse model of cancer and validated the therapeutic effect of the first hit, EMID2, in both orthotopic and genetic models of lung and pancreatic cancer. RESULTS: EMID2 overexpression inhibited both tumor growth and metastatic dissemination, consistent with prolonged survival of patients with high levels of EMID2 expression in the most aggressive human cancers. Mechanistically, EMID2 inhibited TGFβ maturation and activation of cancer-associated fibroblasts, resulting in more elastic ECM and reduced levels of YAP in the nuclei of cancer cells. CONCLUSION: This is the first in vivo screening, precisely designed to identify proteins able to interfere with cancer cell invasiveness. EMID2 was selected as the most potent protein, in line with the emerging relevance of the tumor extracellular matrix in controlling cancer cell invasiveness and dissemination, which kills most of cancer patients."
2024 Mar,Biomaterials,Biomaterials. 2024 Mar;305:122450. doi: 10.1016/j.biomaterials.2023.122450. Epub ,"['Chen, Jun', 'Zhang, Xixi', 'Cross, Robbie Jr', 'Ahn, Yujin', 'Huskin, Gillian', 'Evans, Will', 'Hwang, Patrick Taejoon', 'Kim, Jeong-A', 'Brott, Brigitta C', 'Jo, Hanjoong', 'Yoon, Young-Sup', 'Jun, Ho-Wook']","['humans', ' atherosclerosis drug therapy', 'macrophages', 'foam cells', 'monocytes', 'gene expression', ' plaque, atherosclerotic', 'myocytes, smooth muscle', '3d in vitro models', 'atherosclerosis', 'drug evaluation', 'high-throughput', 'vascular sheet']",Atherosclerotic three-layer nanomatrix vascular sheets for high-throughput therapeutic evaluation.,"In vitro atherosclerosis models are essential to evaluate therapeutics before in vivo and clinical studies, but significant limitations remain, such as the lack of three-layer vascular architecture and limited atherosclerotic features. Moreover, no scalable 3D atherosclerosis model is available for making high-throughput assays for therapeutic evaluation. Herein, we report an in vitro 3D three-layer nanomatrix vascular sheet with critical atherosclerosis multi-features (VSA), including endothelial dysfunction, monocyte recruitment, macrophages, extracellular matrix remodeling, smooth muscle cell phenotype transition, inflammatory cytokine secretion, foam cells, and calcification initiation. Notably, we present the creation of high-throughput functional assays with VSAs and the use of these assays for evaluating therapeutics for atherosclerosis treatment. The therapeutics include conventional drugs (statin and sirolimus), candidates for treating atherosclerosis (curcumin and colchicine), and potential gene therapy (miR-146a-loaded liposomes). The high efficiency and flexibility of the scalable VSA functional assays should facilitate drug discovery and development for atherosclerosis."
2024 Apr 9,Circulation,Circulation. 2024 Apr 9;149(15):1183-1201. doi: ,"['Tamargo, Ian A', 'Baek, Kyung In', 'Xu, Chenbo', 'Kang, Dong Won', 'Kim, Yerin', 'Andueza, Aitor', 'Williams, Darian', 'Demos, Catherine', 'Villa-Roel, Nicolas', 'Kumar, Sandeep', 'Park, Christian', 'Choi, Rachel', 'Johnson, Janie', 'Chang, Seowon', 'Kim, Paul', 'Tan, Sheryl', 'Jeong, Kiyoung', 'Tsuji, Shoutaro', 'Jo, Hanjoong']","['male', 'female', 'humans', 'mice', 'animals', ' plaque, atherosclerotic metabolism', 'proprotein convertase 9 metabolism', 'endothelial cells metabolism', ' hypercholesterolemia genetics', ' atherosclerosis genetics prevention & control metabolism', 'transcription factors metabolism', 'kruppel-like transcription factors genetics metabolism', 'membrane proteins metabolism', 'klf2 4', 'atherosclerosis', 'endothelial cells', 'heart-of-glass 1', 'mechanobiology']",HEG1 Protects Against Atherosclerosis by Regulating Stable Flow-Induced KLF2/4 Expression in Endothelial Cells.,
2023 Nov 28,Cell reports,Cell Rep. 2023 Nov 28;42(11):113361. doi: 10.1016/j.celrep.2023.113361. Epub 2023 ,"['Kang, Dong Hoon', 'Kim, Yerin', 'Min, Seongchun', 'Lee, Su Youn', 'Chung, Ka Young', 'Baek, In-Jeoung', 'Kwon, Kihwan', 'Jo, Hanjoong', 'Kang, Sang Won']","['animals', 'mice', ' endothelial cells metabolism', 'endothelium, vascular metabolism', ' hydrogen peroxide metabolism', 'oxidation-reduction', 'signal transduction', 'vascular endothelial growth factor a metabolism', 'vascular endothelial growth factor receptor-2 metabolism', 'cp: cell biology', 'nox4', 'vegfr2', 'endothelial nos', 'endothelial cells', 'shear stress']",Blood flow patterns switch VEGFR2 activity through differential S-nitrosylation and S-oxidation.,"Vascular endothelial growth factor receptor-2 (VEGFR2) plays a key role in maintaining vascular endothelial homeostasis. Here, we show that blood flows determine activation and inactivation of VEGFR2 through selective cysteine modifications. VEGFR2 activation is regulated by reversible oxidation at Cys(1206) residue. H(2)O(2)-mediated VEGFR2 oxidation is induced by oscillatory flow in vascular endothelial cells through the induction of NADPH oxidase-4 expression. In contrast, laminar flow induces the expression of endothelial nitric oxide synthase and results in the S-nitrosylation of VEGFR2 at Cys(1206), which counteracts the oxidative inactivation. The shear stress model study reveals that disturbed blood flow operated by partial ligation in the carotid arteries induces endothelial damage and intimal hyperplasia in control mice but not in knock-in mice harboring the oxidation-resistant mutant (C1206S) of VEGFR2. Thus, our findings reveal that flow-dependent redox regulation of the VEGFR2 kinase is critical for the structural and functional integrity of the arterial endothelium."
2023 Nov 17,ACS chemical biology,ACS Chem Biol. 2023 Nov 17;18(11):2349-2367. doi: 10.1021/acschembio.3c00038. ,"['Sharma, Radhika', 'Narum, Steven', 'Liu, Shuhong', 'Dong, Yixiao', 'Baek, Kyung In', 'Jo, Hanjoong', 'Salaita, Khalid']","[' nucleic acids chemistry', 'oligonucleotides chemistry', 'dna metabolism', 'lipids', 'peptides']",Nanodiscoidal Nucleic Acids for Gene Regulation.,"Therapeutic nucleic acids represent a powerful class of drug molecules to control gene expression and protein synthesis. A major challenge in this field is that soluble oligonucleotides have limited serum stability, and the majority of nucleic acids that enter the cells are trapped within endosomes. Delivery efficiency can be improved using lipid scaffolds. One such example is the nanodisc (ND), a self-assembled nanostructure composed of phospholipids and peptides and modeled after high density lipoproteins (HDLs). Herein, we describe the development of the nanodiscoidal nucleic acid (NNA) which is a ND covalently modified with nucleic acids on the top and bottom lipid faces as well as the lateral peptide belt. The 13 nm ND was doped with thiolated phospholipids and thiol-containing peptides and coupled in a one-pot reaction with oligonucleotides to achieve ∼30 DNA/NNA nucleic acid density. NNAs showed superior nuclease resistance and enhanced cellular uptake that was mediated through the scavenger receptor B1. Time-dependent Förster resonance energy transfer (FRET) analysis of internalized NNA confirmed that NNAs display increased stability. NNAs modified with clinically validated antisense oligonucleotides (ASOs) that target hypoxia inducible factor 1-α (HIF-1-α) mRNA showed enhanced activity compared with that of the soluble DNA across multiple cell lines as well as a 3D cancer spheroid model. Lastly, in vivo experiments show that ASO-modified NNAs are primarily localized into livers and kidneys, and NNAs were potent in downregulating HIF-1-α using 5-fold lower doses than previously reported. Collectively, our results highlight the therapeutic potential for NNAs."
