time,journal,doi_info,authors,key words,title,abstract
2023 Dec,Cytotherapy,Cytotherapy. 2023 Dec;25(12):1361-1369. doi: 10.1016/j.jcyt.2023.08.011. Epub ,"['Chen, Rui Qi', 'Joffe, Benjamin', 'Casteleiro Costa, Paloma', 'Filan, Caroline', 'Wang, Bryan', 'Balakirsky, Stephen', 'Robles, Francisco', 'Roy, Krishnendu', 'Li, Jing']","[' semantics', ' machine learning', 'image processing, computer-assisted methods', 'anomaly detection', 'cell therapy manufacturing', 'machine learning', 'semantic segmentation']",Real-time semantic segmentation and anomaly detection of functional images for cell therapy manufacturing.,"BACKGROUND AIMS: Cell therapy is a promising treatment method that uses living cells to address a variety of diseases and conditions, including cardiovascular diseases, neurologic disorders and certain cancers. As interest in cell therapy grows, there is a need to shift to a more efficient, scalable and automated manufacturing process that can produce high-quality products at a lower cost. METHODS: One way to achieve this is using non-invasive imaging and real-time image analysis techniques to monitor and control the manufacturing process. This work presents a machine learning-based image analysis pipeline that includes semantic segmentation and anomaly detection capabilities. RESULTS/CONCLUSIONS: This method can be easily implemented even when given a limited dataset of annotated images, is able to segment cells and debris and can identify anomalies such as contamination or hardware failure."
2018,Integrated computer-aided engineering,Integr Comput Aided Eng. 2018;25:10.3233/ICA-180570. doi: 10.3233/ICA-180570.,"['Schlenoff, Craig', 'Balakirsky, Stephen', 'Christensen, Henrik']",[],Introduction: Special Issue on Enabling Robot Autonomy.,
2016,The Industrial robot,Ind Rob. 2016;43(5):495-502. doi: 10.1108/IR-01-2016-0037.,"['Proctor, Frederick M', 'Balakirsky, Stephen B', 'Kootbally, Zeid', 'Kramer, Thomas R', 'Schlenoff, Craig I', 'Shackleford, William P']",[],The Canonical Robot Command Language (CRCL).,"Industrial robots can perform motion with sub-millimeter repeatability when programmed using the teach-and-playback method. While effective, this method requires significant up-front time, tying up the robot and a person during the teaching phase. Off-line programming can be used to generate robot programs, but the accuracy of this method is poor unless supplemented with good calibration to remove systematic errors, feed-forward models to anticipate robot response to loads, and sensing to compensate for unmodeled errors. These increase the complexity and up-front cost of the system, but the payback in the reduction of recurring teach programming time can be worth the effort. This payback especially benefits small-batch, short-turnaround applications typical of small-to-medium enterprises, who need the agility afforded by off-line application development to be competitive against low-cost manual labor. To fully benefit from this agile application tasking model, a common representation of tasks should be used that is understood by all of the resources required for the job: robots, tooling, sensors, and people. This paper describes an information model, the Canonical Robot Command Language (CRCL), which provides a high-level description of robot tasks and associated control and status information."
2016,The Industrial robot,Ind Rob. 2016;43(5):449. doi: 10.1108/IR-05-2016-0139.,"['Schlenoff, Craig', 'Balakirsky, Stephen', 'Kurwa, Murad']",[],Viewpoint: Special Issue on Industrial Robot Agility.,
