time,journal,doi_info,authors,key words,title,abstract
2022 Aug,Medical & biological engineering & computing,Med Biol Eng Comput. 2022 Aug;60(8):2389-2403. doi: 10.1007/s11517-022-02594-0. ,"['Chung, Vivian W J', 'Newell, Robyn', 'Kedgley, Angela', 'Anglin, Carolyn', 'Masri, Bassam A', 'Hodgson, Antony J']","[' arthroplasty, replacement, knee methods', 'knee joint diagnostic imaging surgery', ' knee prosthesis', 'phantoms, imaging', 'prospective studies', 'radiostereometric analysis', 'tibia diagnostic imaging surgery', 'c-arm', 'implant micromotion', 'radiostereometric analysis', 'total knee arthroplasty']",Verifying a C-arm-based roentgen stereophotogrammetric analysis protocol for assessing tibial implant movement in total knee arthroplasty.,"Roentgen stereophotogrammetric analysis (RSA) is the ""gold standard"" technique for measuring sub-millimetric relative motion between implant and bone to quantify post-operative implant migration over time. The vast majority of RSA studies addressing implant motion in knee replacements, however, have been conducted using expensive biplanar radiography systems and commercial software that are not readily available at many institutions. In this study, we evaluated the feasibility of performing RSA using ordinary, readily available C-arm fluoroscopes and open-source software to assess tibial component migration.We developed an assessment protocol using a Siemens Arcadis Orbic C-arm and the open-source XROMM software and evaluated its accuracy and precision through a series of phantom-based verification tests. The results were highly promising: accuracies were in the range of - 39 to 11 μm for translations and - 0.025 to 0.029° for rotations, while system precisions ranged between 16 to 27 μm for translations and 0.041 to 0.059° for rotations. This performance is comparable to specialized RSA systems reported in the literature. The proposed RSA protocol is therefore capable of accurately measuring the relative motion of knee replacement implants in phantom scenarios, which justifies further the development of the protocol towards use in prospective clinical assessments of new implant designs and surgical techniques."
2021 Jan,International journal of computer assisted radiology and surgery,Int J Comput Assist Radiol Surg. 2021 Jan;16(1):11-22. doi: ,"['Touchette, Michèle', 'Newell, Robyn', 'Anglin, Carolyn', 'Guy, Pierre', 'Lefaivre, Kelly', 'Amlani, Meena', 'Hodgson, Antony']","['algorithms', 'cone-beam computed tomography', 'fluoroscopy  methods', 'humans', 'imaging, three-dimensional  methods', 'manikins', 'orthopedic procedures  methods', 'x-rays', 'artificial x-rays', 'c-arm', 'radiation', 'virtual fluoroscopy']",The effect of artificial X-rays on C-arm positioning performance in a simulated orthopaedic surgical setting.,"PURPOSE: We designed an Artificial X-ray Imaging System (AXIS) that generates simulated fluoroscopic X-ray images on the fly and assessed its utility in improving C-arm positioning performance by C-arm users with little or no C-arm experience. METHODS: The AXIS system was comprised of an optical tracking system to monitor C-arm movement, a manikin, a reference CT volume registered to the manikin, and a Digitally Reconstructed Radiograph algorithm to generate live simulated fluoroscopic images. A user study was conducted with 30 participants who had little or no C-arm experience. Each participant carried out four tasks using a real C-arm: an introduction session, an AXIS-guided set of pelvic imaging tasks, a non-AXIS guided set of pelvic imaging tasks, and a questionnaire. For each imaging task, the participant replicated a set of three target X-ray images by taking real radiographs of a manikin with a C-arm. The number of X-rays required, task time, and C-arm positioning accuracy were recorded. RESULTS: We found a significant 53% decrease in the number of X-rays used and a moderate 10-26% improvement in lateral C-arm axis positioning accuracy without requiring more time to complete the tasks when the participants were guided by artificial X-rays. The questionnaires showed that the participants felt significantly more confident in their C-arm positioning ability when they were guided by AXIS. They rated the usefulness of AXIS as very good to excellent, and the realism and accuracy of AXIS as good to very good. CONCLUSION: Novice users working with a C-arm machine supplemented with the ability to generate simulated X-ray images could successfully accomplish positioning tasks in a simulated surgical setting using markedly fewer X-ray images than when unassisted. In future work, we plan to determine whether such a system can produce similar results in the live operating room without lengthening surgical procedures."
2018 Oct 26,Journal of biomechanics,J Biomech. 2018 Oct 26;80:53-62. doi: 10.1016/j.jbiomech.2018.08.012. Epub 2018 ,"['Newell, Robyn S', 'Blouin, Jean-Sébastien', 'Street, John', 'Cripton, Peter A', 'Siegmund, Gunter P']","['accidents, traffic', 'adult', 'cervical vertebrae  physiology', 'electromyography', 'female', ' fluoroscopy', 'head physiology', 'humans', 'male', ' movement', 'neck  physiology', 'neck injuries', 'neck muscles  physiology', ' posture', 'range of motion, articular', 'young adult', 'motion', 'muscles', 'neck injury', 'posture', 'upside down']",The neutral posture of the cervical spine is not unique in human subjects.,"Cervical spine injuries often happen in dynamic environments (e.g., sports and motor vehicle crashes) where individuals may be moving their head and neck immediately prior to impact. This motion may reposition the cervical vertebrae in a way that is dissimilar to the upright resting posture that is often used as the initial position in cadaveric studies of catastrophic neck injury. Therefore our aim was to compare the ""neutral"" cervical alignment measured using fluoroscopy of 11 human subjects while resting in a neutral posture and as their neck passed through neutral during the four combinations of active flexion and extension movements in both an upright and inverted posture. Muscle activation patterns were also measured unilaterally using surface and indwelling electromyography in 8 muscles and then compared between the different conditions. Overall, the head posture, cervical spine alignment and muscle activation levels were significantly different while moving compared to resting upright. Compared to the resting upright condition, average head postures were 6-13° more extended, average vertebral angles varied from 11° more extended to 10° more flexed, and average muscle activation levels varied from unchanged to 10% MVC more active, although the exact differences varied with both direction of motion and orientation. These findings are important for ex vivo testing where the head and neck are statically positioned prior to impact - often in an upright neutral posture with negligible muscle forces - and suggest that current cadaveric head-first impact tests may not reflect many dynamic injury environments."
2018 Aug,International journal of computer assisted radiology and surgery,Int J Comput Assist Radiol Surg. 2018 Aug;13(8):1269-1282. doi: ,"['Esfandiari, Hooman', 'Newell, Robyn', 'Anglin, Carolyn', 'Street, John', 'Hodgson, Antony J']","['fluoroscopy methods', 'humans', 'machine learning', ' pedicle screws', 'reoperation', 'spinal fusion methods', 'surgery, computer-assisted methods', 'tomography, x-ray computed methods', 'convolutional neural networks', 'deep learning', 'pedicle screw', 'pose estimation', 'segmentation', 'surgical navigation']",A deep learning framework for segmentation and pose estimation of pedicle screw implants based on C-arm fluoroscopy.,"PURPOSE: Pedicle screw fixation is a challenging procedure with a concerning rates of reoperation. After insertion of the screws is completed, the most common intraoperative verification approach is to acquire anterior-posterior and lateral radiographic images, based on which the surgeons try to visually assess the correctness of insertion. Given the limited accuracy of the existing verification techniques, we identified the need for an accurate and automated pedicle screw assessment system that can verify the screw insertion intraoperatively. For doing so, this paper offers a framework for automatic segmentation and pose estimation of pedicle screws based on deep learning principles. METHODS: Segmentation of pedicle screw X-ray projections was performed by a convolutional neural network. The network could isolate the input X-rays into three classes: screw head, screw shaft and background. Once all the screw shafts were segmented, knowledge about the spatial configuration of the acquired biplanar X-rays was used to identify the correspondence between the projections. Pose estimation was then performed to estimate the 6 degree-of-freedom pose of each screw. The performance of the proposed pose estimation method was tested on a porcine specimen. RESULTS: The developed machine learning framework was capable of segmenting the screw shafts with 93% and 83% accuracy when tested on synthetic X-rays and on clinically realistic X-rays, respectively. The pose estimation accuracy of this method was shown to be [Formula: see text] and [Formula: see text] on clinically realistic X-rays. CONCLUSIONS: The proposed system offers an accurate and fully automatic pedicle screw segmentation and pose assessment framework. Such a system can help to provide an intraoperative pedicle screw insertion assessment protocol with minimal interference with the existing surgical routines."
2018 Aug,International journal of computer assisted radiology and surgery,Int J Comput Assist Radiol Surg. 2018 Aug;13(8):1257-1267. doi: ,"['Newell, Robyn', 'Esfandiari, Hooman', 'Anglin, Carolyn', 'Bernard, Renee', 'Street, John', 'Hodgson, Antony J']","['fluoroscopy  methods', 'humans', 'lumbar vertebrae  diagnostic imaging surgery', 'male', ' pedicle screws', 'reoperation', 'spinal fusion  methods', 'surgery, computer-assisted methods', '3d visualization', 'feedback', 'fluoroscopy', 'pedicle screw', 'spinal surgery']",An intraoperative fluoroscopic method to accurately measure the post-implantation position of pedicle screws.,"PURPOSE: Pedicle screw malplacement, leading to neurological symptoms, vascular injury, and premature implant loosening, is not uncommon and difficult to reliably detect intraoperatively with current techniques. We propose a new intraoperative post-placement pedicle screw position assessment system that can therefore allow surgeons to correct breaches during the procedure. Our objectives were to assess the accuracy and robustness of this proposed screw location system and to compare its performance to that of 2D planar radiography. METHODS: The proposed system uses two intraoperative X-ray shots acquired with a standard fluoroscopic C-arm and processed using 2D/3D registration methods to provide a 3D visualization of the vertebra and screw superimposed on one another. Point digitization and CT imaging of the residual screw tunnel were used to assess accuracy in five synthetic lumbar vertebral models (10 screws in total). Additionally, the accuracy was evaluated with and without correcting for image distortion and for various screw lengths, screw materials, breach directions, and vertebral levels. RESULTS: The proposed method is capable of localizing the implanted screws with less than 2 mm of translational error (RMSE: 0.7 and 0.8 mm for the screw head and tip, respectively) and less than [Formula: see text] angular error (RMSE: [Formula: see text]), with minimal change to the errors if image distortion is not corrected. Breaches and their anatomical locations were all correctly visualized and identified for a variety of screw lengths, screw materials, breach locations, and vertebral levels, demonstrating the robustness of this approach. In contrast, one breach, one non-breach, and the anatomical location of three screws were misclassified with 2D X-ray. CONCLUSION: We have demonstrated an accurate and low-radiation technique for localizing pedicle screws post-implantation that requires only two X-rays. This intraoperative feedback of screw location and direction may allow the surgeon to correct malplaced screws intraoperatively, thereby reducing postoperative complications and reoperation rates."
2014 Jul 1,Spine,Spine (Phila Pa 1976). 2014 Jul 1;39(15):E885-93. doi: ,"['Newell, Robyn S', 'Siegmund, Gunter P', 'Blouin, Jean-Sébastien', 'Street, John', 'Cripton, Peter A']","['adult', 'biomechanical phenomena', 'cervical vertebrae diagnostic imaging  physiology', 'electromyography', 'female', 'fluoroscopy', 'humans', 'male', 'middle aged', 'muscle contraction physiology', 'neck diagnostic imaging  physiology', 'neck muscles diagnostic imaging  physiology', 'posture  physiology', 'torso', 'young adult']",Cervical vertebral realignment when voluntarily adopting a protective neck posture.,"STUDY DESIGN: In vivo human volunteer study of the intervertebral postural changes and muscle activity levels while tensing the neck muscles. OBJECTIVE: To determine if actively tensing the neck muscles changes the posture of the cervical spine and, because axial impact neck injury often occurs while inverted, whether these changes exist both upright and upside down. SUMMARY OF BACKGROUND DATA: Rollover accidents are dynamic and complex events in which head contacts with the vehicle interior can cause catastrophic neck injuries. Computational modeling has suggested that active neck muscles may increase the risk of cervical spine fracture in a rollover crash. Cadaver testing has also demonstrated that overall neck alignment and curvature are key to understanding and preventing catastrophic neck injuries. Although muscle activity and neck posture affects the resulting injury, there are currently no in vivo data describing how tensing the neck muscles influences intervertebral posture. METHODS: Eleven human subjects (6 females, 5 males) actively tensed their neck muscles while seated upright and inverted. Vertebral alignment was measured using fluoroscopy and muscle activity was recorded using surface and indwelling electrodes in 8 neck muscles. RESULTS: On average, tensed muscles increased cervical spine curvature and anterior motion of the cervical vertebrae relative to the torso. These changes, which were magnified by inversion, indicate that cervical intervertebral posture differs considerably between the relaxed and tensed states. CONCLUSION: Active muscle contraction can change the vertebral alignment in upright and inverted postures. This change in posture may alter the load path and injury mechanics during an axial head impact and may help explain the disparity between the neck injuries observed in real-world rollover accidents and ex vivo cadaver experiments. LEVEL OF EVIDENCE: N/A."
