time,journal,doi_info,authors,key words,title,abstract
2023 Nov 9,BMC biology,BMC Biol. 2023 Nov 9;21(1):251. doi: 10.1186/s12915-023-01756-2.,"['Nguyen, Tram Anh', 'Heng, Jia Wei Joel', 'Ng, Yan Ting', 'Sun, Rui', 'Fisher, Shira', 'Oguz, Gokce', 'Kaewsapsak, Pornchai', 'Xue, Shifeng', 'Reversade, Bruno', 'Ramasamy, Adaikalavan', 'Eisenberg, Eli', 'Tan, Meng How']","['animals', 'female', 'xenopus laevis genetics metabolism', ' rna editing', ' rna', 'gene expression profiling', 'mammals genetics', 'transcriptome', 'adenosine deaminase genetics metabolism', 'adar', 'rna editing', 'xenopus']",Deep transcriptome profiling reveals limited conservation of A-to-I RNA editing in Xenopus.,"BACKGROUND: Xenopus has served as a valuable model system for biomedical research over the past decades. Notably, ADAR was first detected in frog oocytes and embryos as an activity that unwinds RNA duplexes. However, the scope of A-to-I RNA editing by the ADAR enzymes in Xenopus remains underexplored. RESULTS: Here, we identify millions of editing events in Xenopus with high accuracy and systematically map the editome across developmental stages, adult organs, and species. We report diverse spatiotemporal patterns of editing with deamination activity highest in early embryogenesis before zygotic genome activation and in the ovary. Strikingly, editing events are poorly conserved across different Xenopus species. Even sites that are detected in both X. laevis and X. tropicalis show largely divergent editing levels or developmental profiles. In protein-coding regions, only a small subset of sites that are found mostly in the brain are well conserved between frogs and mammals. CONCLUSIONS: Collectively, our work provides fresh insights into ADAR activity in vertebrates and suggest that species-specific editing may play a role in each animal's unique physiology or environmental adaptation."
2023 Nov 7,Accounts of chemical research,Acc Chem Res. 2023 Nov 7;56(21):3033-3044. doi: 10.1021/acs.accounts.3c00462. ,"['Tan, Meng How']","['humans', 'dna, complementary genetics metabolism', ' rna editing', ' rna, double-stranded', 'inosine metabolism', 'guanosine metabolism']","Identification of Bona Fide RNA Editing Sites: History, Challenges, and Opportunities.","Adenosine-to-inosine (A-to-I) RNA editing, catalyzed by the adenosine deaminase acting on the RNA (ADAR) family of enzymes of which there are three members (ADAR1, ADAR2, and ADAR3), is a major gene regulatory mechanism that diversifies the transcriptome. It is widespread in many metazoans, including humans. As inosine is interpreted by cellular machineries mainly as guanosine, A-to-I editing effectively gives A-to-G nucleotide changes. Depending on its location, an editing event can generate new protein isoforms or influence other RNA processing pathways. Researchers have found that ADAR-mediated editing performs diverse functions. For example, it enables living organisms such as cephalopods to adapt rapidly to fluctuating environmental conditions such as water temperature. In development, the loss of ADAR1 is embryonically lethal partly because endogenous double-stranded RNAs (dsRNAs) are no longer marked by inosines, which signal ""self"", and thus cause the melanoma differentiation-associated protein 5 (MDA5) sensor to trigger a deleterious interferon response. Hence, ADAR1 plays a key role in preventing aberrant activation of the innate immune system. Furthermore, ADAR enzymes have been implicated in myriad human diseases. Intriguingly, some cancer cells are known to exploit ADAR1 activity to dodge immune responses. However, the exact identities of immunogenic RNAs in different biological contexts have remained elusive. Consequently, there is tremendous interest in identifying inosine-containing RNAs in the cell.The identification of A-to-I RNA editing sites is dependent on the sequencing of nucleic acids. Technological and algorithmic advancements over the past decades have revolutionized the way editing events are detected. At the beginning, the discovery of editing sites relies on Sanger sequencing, a first-generation technology. Both RNA, which is reverse transcribed into complementary DNA (cDNA), and genomic DNA (gDNA) from the same source are analyzed. After sequence alignment, one would require an adenosine to be present in the genome but a guanosine to be detected in the RNA sample for a position to be declared as an editing site. However, an issue with Sanger sequencing is its low throughput. Subsequently, Illumina sequencing, a second-generation technology, was invented. By permitting the simultaneous interrogation of millions of molecules, it enables many editing sites to be identified rapidly. However, a key challenge is that the Illumina platform produces short sequencing reads that can be difficult to map accurately. To tackle the challenge, we and others developed computational workflows with a series of filters to discard sites that are likely to be false positives. When Illumina sequencing data sets are properly analyzed, A-to-G variants should emerge as the most dominant mismatch type. Moreover, the quantitative nature of the data allows us to build a comprehensive atlas of editing-level measurements across different biological contexts, providing deep insights into the spatiotemporal dynamics of RNA editing. However, difficulties remain in identifying true A-to-I editing sites in short protein-coding exons or in organisms and diseases where DNA mutations and genomic polymorphisms are prevalent and mostly unknown. Nanopore sequencing, a third-generation technology, promises to address the difficulties, as it allows native RNAs to be sequenced without conversion to cDNA, preserving base modifications that can be directly detected through machine learning. We recently demonstrated that nanopore sequencing could be used to identify A-to-I editing sites in native RNA directly. Although further work is needed to enhance the detection accuracy in single molecules from fewer cells, the nanopore technology holds the potential to revolutionize epitranscriptomic studies."
2022 Sep,Drug discovery today,Drug Discov Today. 2022 Sep;27(9):2510-2525. doi: 10.1016/j.drudis.2022.06.006. ,"['Lee, Adrian B C', 'Tan, Meng-How', 'Chai, Christina L L']","[' crispr-cas systems', 'dna end-joining repair', 'gene editing', 'genetic therapy', 'humans', ' recombinational dna repair', 'crispr', 'dna repair', 'gene therapy', 'genome editing', 'homology-directed repair', 'small molecules']",Small-molecule enhancers of CRISPR-induced homology-directed repair in gene therapy: A medicinal chemist's perspective.,"CRISPR technologies are increasingly being investigated and utilized for the treatment of human genetic diseases via genome editing. CRISPR-Cas9 first generates a targeted DNA double-stranded break, and a functional gene can then be introduced to replace the defective copy in a precise manner by templated repair via the homology-directed repair (HDR) pathway. However, this is challenging owing to the relatively low efficiency of the HDR pathway compared with a rival random repair pathway known as non-homologous end joining (NHEJ). Small molecules can be employed to increase the efficiency of HDR and decrease that of NHEJ to improve the efficiency of precise knock-in genome editing. This review discusses the potential usage of such small molecules in the context of gene therapy and their drug-likeness, from a medicinal chemist's perspective."
2022 Jul,Nature methods,Nat Methods. 2022 Jul;19(7):833-844. doi: 10.1038/s41592-022-01513-3. Epub 2022 ,"['Nguyen, Tram Anh', 'Heng, Jia Wei Joel', 'Kaewsapsak, Pornchai', 'Kok, Eng Piew Louis', 'Stanojević, Dominik', 'Liu, Hao', 'Cardilla, Angelysia', 'Praditya, Albert', 'Yi, Zirong', 'Lin, Mingwan', 'Aw, Jong Ghut Ashley', 'Ho, Yin Ying', 'Peh, Kai Lay Esther', 'Wang, Yuanming', 'Zhong, Qixing', 'Heraud-Farlow, Jacki', 'Xue, Shifeng', 'Reversade, Bruno', 'Walkley, Carl', 'Ho, Ying Swan', 'Šikić, Mile', 'Wan, Yue', 'Tan, Meng How']","['adenosine genetics', 'animals', 'inosine genetics', 'mice', ' nanopores', ' rna genetics metabolism', 'rna editing', 'sequence analysis, rna']",Direct identification of A-to-I editing sites with nanopore native RNA sequencing.,"Inosine is a prevalent RNA modification in animals and is formed when an adenosine is deaminated by the ADAR family of enzymes. Traditionally, inosines are identified indirectly as variants from Illumina RNA-sequencing data because they are interpreted as guanosines by cellular machineries. However, this indirect method performs poorly in protein-coding regions where exons are typically short, in non-model organisms with sparsely annotated single-nucleotide polymorphisms, or in disease contexts where unknown DNA mutations are pervasive. Here, we show that Oxford Nanopore direct RNA sequencing can be used to identify inosine-containing sites in native transcriptomes with high accuracy. We trained convolutional neural network models to distinguish inosine from adenosine and guanosine, and to estimate the modification rate at each editing site. Furthermore, we demonstrated their utility on the transcriptomes of human, mouse and Xenopus. Our approach expands the toolkit for studying adenosine-to-inosine editing and can be further extended to investigate other RNA modifications."
2022 Jan 21,ACS synthetic biology,ACS Synth Biol. 2022 Jan 21;11(1):448-463. doi: 10.1021/acssynbio.1c00538. Epub ,"['Ooi, Kean Hean', 'Liu, Mengying Mandy', 'Moo, Jia Rong', 'Nimsamer, Pattaraporn', 'Payungporn, Sunchai', 'Kaewsapsak, Pornchai', 'Tan, Meng How']","['covid-19  genetics', ' covid-19 nucleic acid testing', 'humans', ' molecular diagnostic techniques', ' nucleic acid amplification techniques', 'rna, viral  genetics', 'sars-cov-2  genetics', 'covid-19', 'rt-lamp', 'diagnostics']",A Sensitive and Specific Fluorescent RT-LAMP Assay for SARS-CoV-2 Detection in Clinical Samples.,"The raging COVID-19 pandemic has created an unprecedented demand for frequent and widespread testing to limit viral transmission. Reverse transcription loop-mediated isothermal amplification (RT-LAMP) has emerged as a promising diagnostic platform for rapid detection of SARS-CoV-2, in part because it can be performed with simple instrumentation. However, isothermal amplification methods frequently yield spurious amplicons even in the absence of a template. Consequently, RT-LAMP assays can produce false positive results when they are based on generic intercalating dyes or pH-sensitive indicators. Here, we report the development of a sensitive RT-LAMP assay that leverages on a novel sequence-specific probe to guard against spurious amplicons. We show that our optimized fluorescent assay, termed LANTERN, takes only 30 min to complete and can be applied directly on swab or saliva samples. Furthermore, utilizing clinical RNA samples from 52 patients with COVID-19 infection and 21 healthy individuals, we demonstrate that our diagnostic test exhibits a specificity and positive predictive value of 95% with a sensitivity of 8 copies per reaction. Hence, our new probe-based RT-LAMP assay can serve as an inexpensive method for point-of-need diagnosis of COVID-19 and other infectious diseases."
2021 Apr,Nature biotechnology,Nat Biotechnol. 2021 Apr;39(4):520. doi: 10.1038/s41587-021-00889-5.,"['Aw, Jong Ghut Ashley', 'Lim, Shaun W', 'Wang, Jia Xu', 'Lambert, Finnlay R P', 'Tan, Wen Ting', 'Shen, Yang', 'Zhang, Yu', 'Kaewsapsak, Pornchai', 'Li, Chenhao', 'Ng, Sarah B', 'Vardy, Leah A', 'Tan, Meng How', 'Nagarajan, Niranjan', 'Wan, Yue']",[],Publisher Correction: Determination of isoform-specific RNA structure with nanopore long reads.,
2021 Mar 19,Nature communications,Nat Commun. 2021 Mar 19;12(1):1739. doi: 10.1038/s41467-021-21996-6.,"['Ooi, Kean Hean', 'Liu, Mengying Mandy', 'Tay, Jie Wen Douglas', 'Teo, Seok Yee', 'Kaewsapsak, Pornchai', 'Jin, Shengyang', 'Lee, Chun Kiat', 'Hou, Jingwen', 'Maurer-Stroh, Sebastian', 'Lin, Weisi', 'Yan, Benedict', 'Yan, Gabriel', 'Gao, Yong-Gui', 'Tan, Meng How']","['bacterial proteins genetics', 'covid-19  diagnosis virology', 'covid-19 testing  methods', 'crispr-associated proteins genetics', 'crispr-cas systems', 'clustered regularly interspaced short palindromic repeats', 'endodeoxyribonucleases genetics', 'humans', 'molecular diagnostic techniques methods', 'mutation', 'nasopharynx virology', 'nucleic acid amplification techniques methods', ' rna, guide, crispr-cas systems', 'rna, viral genetics', 'sars-cov-2  genetics', 'sensitivity and specificity']",An engineered CRISPR-Cas12a variant and DNA-RNA hybrid guides enable robust and rapid COVID-19 testing.,"Extensive testing is essential to break the transmission of SARS-CoV-2, which causes the ongoing COVID-19 pandemic. Here, we present a CRISPR-based diagnostic assay that is robust to viral genome mutations and temperature, produces results fast, can be applied directly on nasopharyngeal (NP) specimens without RNA purification, and incorporates a human internal control within the same reaction. Specifically, we show that the use of an engineered AsCas12a enzyme enables detection of wildtype and mutated SARS-CoV-2 and allows us to perform the detection step with loop-mediated isothermal amplification (LAMP) at 60-65 °C. We also find that the use of hybrid DNA-RNA guides increases the rate of reaction, enabling our test to be completed within 30 minutes. Utilizing clinical samples from 72 patients with COVID-19 infection and 57 healthy individuals, we demonstrate that our test exhibits a specificity and positive predictive value of 100% with a sensitivity of 50 and 1000 copies per reaction (or 2 and 40 copies per microliter) for purified RNA samples and unpurified NP specimens respectively."
2021 Mar,Nature biotechnology,Nat Biotechnol. 2021 Mar;39(3):387. doi: 10.1038/s41587-020-00755-w.,"['Aw, Jong Ghut Ashley', 'Lim, Shaun W', 'Wang, Jia Xu', 'Lambert, Finnlay R P', 'Tan, Wen Ting', 'Shen, Yang', 'Zhang, Yu', 'Kaewsapsak, Pornchai', 'Li, Chenhao', 'Ng, Sarah B', 'Vardy, Leah A', 'Tan, Meng How', 'Nagarajan, Niranjan', 'Wan, Yue']",[],Author Correction: Determination of isoform-specific RNA structure with nanopore long reads.,
2021 Mar,Nature biotechnology,Nat Biotechnol. 2021 Mar;39(3):336-346. doi: 10.1038/s41587-020-0712-z. Epub 2020 ,"['Aw, Jong Ghut Ashley', 'Lim, Shaun W', 'Wang, Jia Xu', 'Lambert, Finnlay R P', 'Tan, Wen Ting', 'Shen, Yang', 'Zhang, Yu', 'Kaewsapsak, Pornchai', 'Li, Chenhao', 'Ng, Sarah B', 'Vardy, Leah A', 'Tan, Meng How', 'Nagarajan, Niranjan', 'Wan, Yue']","['human embryonic stem cells metabolism', 'humans', 'isomerism', 'nanopore sequencing  methods', ' nucleic acid conformation', 'rna  chemistry genetics', 'sequence analysis, rna  methods', 'tetrahymena genetics', 'transcriptome']",Determination of isoform-specific RNA structure with nanopore long reads.,"Current methods for determining RNA structure with short-read sequencing cannot capture most differences between distinct transcript isoforms. Here we present RNA structure analysis using nanopore sequencing (PORE-cupine), which combines structure probing using chemical modifications with direct long-read RNA sequencing and machine learning to detect secondary structures in cellular RNAs. PORE-cupine also captures global structural features, such as RNA-binding-protein binding sites and reactivity differences at single-nucleotide variants. We show that shared sequences in different transcript isoforms of the same gene can fold into different structures, highlighting the importance of long-read sequencing for obtaining phase information. We also demonstrate that structural differences between transcript isoforms of the same gene lead to differences in translation efficiency. By revealing isoform-specific RNA structure, PORE-cupine will deepen understanding of the role of structures in controlling gene regulation."
2021,"Methods in molecular biology (Clifton, N.J.)",Methods Mol Biol. 2021;2181:163-176. doi: 10.1007/978-1-0716-0787-9_10.,"['Srinivasan, Harini', 'Kok, Eng Piew Louis', 'Tan, Meng How']","['adenosine  analysis genetics', 'animals', 'computational biology  methods', 'genome', 'high-throughput nucleotide sequencing  methods', 'humans', 'inosine  analysis genetics', 'mice', 'rna  genetics', 'rna editing  genetics', ' transcriptome', 'adar', 'amplicon sequencing', 'epitranscriptome', 'rna editing', 'rna-seq']",RNA Editing in Human and Mouse Tissues.,"Adenosine-to-inosine (A-to-I) RNA editing is a fundamental posttranscriptional mechanism that greatly diversifies the transcriptome in many living organisms, including mammals. Multiple studies have demonstrated the importance of this process not just in normal development and physiology but also in various human diseases. Importantly, the precise editing level of a site may have downstream consequences on cellular behavior. Hence, the editing levels should be quantified as accurately as possible. In this chapter, we describe how to examine RNA editing in human and mouse tissues. The rapid development of next-generation sequencing technologies is affording us an unprecedented ability to accurately measure the editing levels of numerous sites simultaneously. Our experimental workflow includes the harvesting of high-quality RNA samples and the construction of different high-throughput sequencing libraries. We also delineate the computational steps needed to analyze the sequencing data from an Illumina platform."
