time,journal,doi_info,authors,key words,title,abstract
2023 Oct 29,Comparative medicine,Comp Med. 2023 Oct 29;73(5):378-382. doi: 10.30802/AALAS-CM-23-000032.,"['Lyons, Claire E', 'Feng, Aileen J', 'Metcalf Pate, Kelly A']","['humans', 'animals', 'dogs', ' p-selectin', 'macaca nemestrina', 'flow cytometry', ' blood platelets', 'platelet activation']","Validation of PAMFix, A Novel Platelet Stabilization Product, for Use on Flow Cytometric Analysis of Pigtailed Macaque (Macaca nemestrina) Blood.","Quantification of platelet activation can be important for patients suffering from prothrombotic states, bleeding diatheses, cardiovascular disease, and other diseases in which platelets play a role. The analysis of platelet activation ex vivo typically requires blood processing immediately after venipuncture; this requirement can create problematic situations for both medical and research personnel. Flow cytometry is one method used to quantify platelet activation by measuring the expression of platelet surface markers with fluorescent antibodies. PAMFix is a fixative that stabilizes platelet activation markers, including P-selectin (CD62P), in whole blood. PAMFix has already been validated for use in humans and canines for stabilization of whole blood, thus allowing flow cytometry to be performed up to 28 and 22 d, respectively, after venipuncture and reducing the need for expensive equipment and highly trained personnel at the location of venipuncture. Pigtailed macaques (Macaca nemestrina) are frequently used in infectious disease research that may require containment conditions that preclude immediate processing of samples. In this study, we tested the efficacy of PAMFix on whole blood from pigtailed macaques to determine the short- and long-term effects of PAMFix on platelet P-selectin expression as analyzed by flow cytometry."
